gene ID,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Orth_group
TraesCS3D03G0392300,8.37E-50,0.252632046,0.785,0.572,6.01E-45,0,TraesCS3D03G0392300,ORTHO905GF014735
TraesCS4A03G0277700,4.54E-49,0.253606908,0.893,0.756,3.26E-44,0,TraesCS4A03G0277700,ORTHO905GF000568
TraesCS2B03G0432000,1.02E-48,0.253259068,0.804,0.59,7.35E-44,0,TraesCS2B03G0432000,ORTHO905GF000213
TraesCS3A03G0092600,3.67E-48,0.330283824,0.471,0.293,2.63E-43,0,TraesCS3A03G0092600,ORTHO905GF001079
TraesCS6D03G0136800,7.03E-47,0.274801338,0.699,0.516,5.05E-42,0,TraesCS6D03G0136800,ORTHO905GF005732
TraesCS1B03G1038600,1.38E-46,0.29772873,0.394,0.224,9.94E-42,0,TraesCS1B03G1038600,ORTHO905GF003927
TraesCS5D03G0953200,1.07E-44,0.320343362,0.476,0.315,7.72E-40,0,TraesCS5D03G0953200,ORTHO905GF000722
TraesCS2B03G1008200,1.81E-44,0.283811986,0.323,0.167,1.30E-39,0,TraesCS2B03G1008200,ORTHO905GF020632
TraesCS3D03G0338100,4.72E-42,0.250998548,0.42,0.254,3.39E-37,0,TraesCS3D03G0338100,ORTHO905GF001687
TraesCS1A03G0887200,3.45E-41,0.326792979,0.44,0.284,2.48E-36,0,TraesCS1A03G0887200,ORTHO905GF003927
TraesCS3B03G0317200,3.60E-41,0.276036936,0.409,0.249,2.59E-36,0,TraesCS3B03G0317200,ORTHO905GF006071
TraesCS1A03G0098300,1.69E-40,0.304440812,0.483,0.324,1.21E-35,0,TraesCS1A03G0098300,ORTHO905GF000034
TraesCS3D03G0061300,1.24E-38,0.292917582,0.368,0.217,8.87E-34,0,TraesCS3D03G0061300,ORTHO905GF001079
TraesCS1B03G0068200,4.02E-37,0.277127363,0.457,0.296,2.89E-32,0,TraesCS1B03G0068200,ORTHO905GF000034
TraesCS3B03G0087500,3.43E-35,0.303229657,0.476,0.346,2.47E-30,0,TraesCS3B03G0087500,ORTHO905GF001079
TraesCS6A03G0152600,2.70E-31,0.255332112,0.537,0.408,1.94E-26,0,TraesCS6A03G0152600,ORTHO905GF005732
TraesCS6D03G0772700,8.03E-31,0.261072653,0.264,0.144,5.77E-26,0,TraesCS6D03G0772700,ORTHO905GF000722
TraesCS5A03G0907300,1.18E-30,0.288077002,0.414,0.287,8.49E-26,0,TraesCS5A03G0907300,ORTHO905GF000154
TraesCS6D03G0772500,1.64E-30,0.251992376,0.259,0.139,1.18E-25,0,TraesCS6D03G0772500,ORTHO905GF000722
TraesCS5B03G0937300,1.82E-29,0.313745586,0.439,0.319,1.31E-24,0,TraesCS5B03G0937300,ORTHO905GF017735
TraesCS5D03G0852000,2.42E-29,0.310967675,0.356,0.234,1.74E-24,0,TraesCS5D03G0852000,ORTHO905GF017735
TraesCS2B03G0949900,1.37E-21,0.258640218,0.365,0.263,9.83E-17,0,TraesCS2B03G0949900,ORTHO905GF000572
TraesCS7A03G1349900,2.40E-20,0.262248845,0.429,0.324,1.72E-15,0,TraesCS7A03G1349900,ORTHO905GF003154
TraesCS3A03G0754700LC,0,1.024765001,0.908,0.304,0,1,TraesCS3A03G0754700LC,#N/A
TraesCS3B03G0861400,0,0.92213955,0.821,0.222,0,1,TraesCS3B03G0861400,ORTHO905GF003160
TraesCS4B03G0721800,0,0.710940083,0.66,0.143,0,1,TraesCS4B03G0721800,ORTHO905GF001012
TraesCS1B03G0651500,8.64E-307,0.809350768,0.814,0.267,6.21E-302,1,TraesCS1B03G0651500,ORTHO905GF002613
TraesCS6A03G0967600,1.34E-301,0.782016078,0.747,0.225,9.66E-297,1,TraesCS6A03G0967600,ORTHO905GF000545
TraesCS2B03G0423400,9.39E-301,0.755418168,0.688,0.182,6.75E-296,1,TraesCS2B03G0423400,ORTHO905GF008771
TraesCS4A03G0065200,3.69E-296,0.481449597,0.48,0.068,2.65E-291,1,TraesCS4A03G0065200,ORTHO905GF014044
TraesCS4B03G0721600,9.00E-293,0.61705563,0.563,0.108,6.47E-288,1,TraesCS4B03G0721600,ORTHO905GF014044
TraesCS4A03G0065100,1.39E-287,0.611301615,0.548,0.102,9.99E-283,1,TraesCS4A03G0065100,ORTHO905GF001012
TraesCS3D03G1197600,8.75E-283,0.594923551,0.549,0.105,6.29E-278,1,TraesCS3D03G1197600,ORTHO905GF019228
TraesCS6B03G1184200,3.16E-272,0.713392737,0.927,0.52,2.27E-267,1,TraesCS6B03G1184200,ORTHO905GF000545
TraesCS4D03G0642600,2.23E-269,0.559922079,0.523,0.097,1.60E-264,1,TraesCS4D03G0642600,ORTHO905GF014044
TraesCS4B03G0941900,1.71E-264,0.689475948,0.71,0.215,1.23E-259,1,TraesCS4B03G0941900,ORTHO905GF001109
TraesCS2D03G0321600,2.27E-260,0.622808621,0.562,0.122,1.63E-255,1,TraesCS2D03G0321600,ORTHO905GF008771
TraesCS4D03G0642700,7.79E-254,0.447998421,0.428,0.062,5.60E-249,1,TraesCS4D03G0642700,ORTHO905GF001012
TraesCS6B03G1184300,1.85E-252,0.691740428,0.787,0.298,1.33E-247,1,TraesCS6B03G1184300,ORTHO905GF000545
TraesCS6D03G0848200,2.10E-252,0.642315269,0.987,0.749,1.51E-247,1,TraesCS6D03G0848200,ORTHO905GF000545
TraesCS5B03G0722200,4.41E-250,0.750635368,0.781,0.301,3.17E-245,1,TraesCS5B03G0722200,ORTHO905GF002862
TraesCS4A03G1056600LC,3.80E-248,0.78514116,0.696,0.221,2.73E-243,1,TraesCS4A03G1056600LC,#N/A
TraesCS6A03G0967400,5.75E-246,0.635988835,0.976,0.686,4.13E-241,1,TraesCS6A03G0967400,ORTHO905GF000545
TraesCS6D03G0086400,1.02E-241,0.539616871,0.555,0.127,7.29E-237,1,TraesCS6D03G0086400,ORTHO905GF019107
TraesCS3D03G0900300,1.31E-240,0.606703453,0.579,0.144,9.42E-236,1,TraesCS3D03G0900300,ORTHO905GF012361
TraesCS7B03G0299800,3.65E-239,0.602827128,0.648,0.179,2.62E-234,1,TraesCS7B03G0299800,ORTHO905GF014637
TraesCS6B03G0123000,9.19E-238,0.490630183,0.535,0.116,6.60E-233,1,TraesCS6B03G0123000,ORTHO905GF019107
TraesCS3A03G0287200,2.25E-237,0.599879183,0.522,0.115,1.61E-232,1,TraesCS3A03G0287200,ORTHO905GF001362
TraesCS1D03G0538300,1.31E-231,0.694445792,0.776,0.297,9.43E-227,1,TraesCS1D03G0538300,ORTHO905GF002613
TraesCS2D03G0321500,1.02E-219,0.46722794,0.433,0.078,7.33E-215,1,TraesCS2D03G0321500,ORTHO905GF008771
TraesCS2B03G0423200,5.02E-217,0.408621481,0.408,0.066,3.61E-212,1,TraesCS2B03G0423200,ORTHO905GF008771
TraesCS5A03G0684700,9.95E-217,0.583699954,0.59,0.161,7.15E-212,1,TraesCS5A03G0684700,ORTHO905GF002862
TraesCS1A03G0685800,1.01E-213,0.432288552,0.397,0.065,7.27E-209,1,TraesCS1A03G0685800,ORTHO905GF003911
TraesCS5D03G0654200,3.93E-211,0.601295817,0.652,0.207,2.82E-206,1,TraesCS5D03G0654200,ORTHO905GF002862
TraesCSU03G0047200,7.00E-210,0.560125132,0.485,0.108,5.03E-205,1,TraesCSU03G0047200,ORTHO905GF000093
TraesCS2A03G0303700,2.37E-209,0.660849595,0.55,0.148,1.70E-204,1,TraesCS2A03G0303700,ORTHO905GF008771
TraesCS2A03G0305200,1.70E-204,0.44582213,0.328,0.043,1.22E-199,1,TraesCS2A03G0305200,ORTHO905GF002160
TraesCS2A03G1334600,1.74E-198,0.52270064,0.519,0.131,1.25E-193,1,TraesCS2A03G1334600,ORTHO905GF003135
TraesCSU03G0511900,2.21E-198,0.546197379,0.417,0.081,1.59E-193,1,TraesCSU03G0511900,ORTHO905GF002631
TraesCS6A03G0083500,7.95E-198,0.525821015,0.591,0.177,5.71E-193,1,TraesCS6A03G0083500,ORTHO905GF019107
TraesCS6A03G0307200,5.49E-197,0.475894846,0.478,0.108,3.94E-192,1,TraesCS6A03G0307200,ORTHO905GF001003
TraesCS3A03G1064300,5.20E-195,0.557993371,0.95,0.677,3.73E-190,1,TraesCS3A03G1064300,ORTHO905GF017555
TraesCS3B03G0728300,3.52E-192,0.504678296,0.423,0.088,2.53E-187,1,TraesCS3B03G0728300,ORTHO905GF000787
TraesCS7B03G0854100,1.67E-191,0.767446764,0.884,0.51,1.20E-186,1,TraesCS7B03G0854100,ORTHO905GF028001
TraesCS2D03G0666400,1.40E-190,0.446463285,0.418,0.083,1.01E-185,1,TraesCS2D03G0666400,ORTHO905GF004137
TraesCS6B03G0004100,1.51E-190,0.605970619,0.468,0.109,1.08E-185,1,TraesCS6B03G0004100,ORTHO905GF016059
TraesCS6A03G0740100,6.13E-190,0.354288564,0.376,0.064,4.41E-185,1,TraesCS6A03G0740100,ORTHO905GF012385
TraesCS7B03G0801500,8.49E-186,0.5678257,0.496,0.128,6.10E-181,1,TraesCS7B03G0801500,ORTHO905GF004829
TraesCS2D03G0731000,1.09E-185,0.373731372,0.392,0.072,7.81E-181,1,TraesCS2D03G0731000,ORTHO905GF002778
TraesCS7D03G0923300,3.58E-185,0.55285719,0.519,0.142,2.57E-180,1,TraesCS7D03G0923300,ORTHO905GF004829
TraesCS1D03G0649700,4.79E-184,0.393777303,0.43,0.09,3.44E-179,1,TraesCS1D03G0649700,ORTHO905GF003911
TraesCS3D03G1030000,1.98E-183,0.410688495,0.443,0.098,1.42E-178,1,TraesCS3D03G1030000,ORTHO905GF010405
TraesCS3D03G0196900,2.57E-183,0.332015547,0.3,0.04,1.85E-178,1,TraesCS3D03G0196900,ORTHO905GF002333
TraesCS7B03G1275000,4.68E-182,0.324756465,0.314,0.045,3.36E-177,1,TraesCS7B03G1275000,ORTHO905GF000568
TraesCS6D03G0261500,8.14E-182,0.390599297,0.368,0.065,5.85E-177,1,TraesCS6D03G0261500,ORTHO905GF001003
TraesCS1B03G0780300,1.67E-181,0.353497713,0.363,0.064,1.20E-176,1,TraesCS1B03G0780300,ORTHO905GF003911
TraesCS7D03G1300600,2.51E-181,0.32289357,0.293,0.038,1.80E-176,1,TraesCS7D03G1300600,ORTHO905GF001686
TraesCS2B03G1341500,8.15E-181,0.565849988,0.684,0.263,5.85E-176,1,TraesCS2B03G1341500,ORTHO905GF010465
TraesCS2A03G0306300,2.08E-179,0.370075513,0.275,0.033,1.49E-174,1,TraesCS2A03G0306300,ORTHO905GF002160
TraesCS7D03G0620600,8.13E-179,0.581196428,0.854,0.491,5.84E-174,1,TraesCS7D03G0620600,ORTHO905GF000033
TraesCS3B03G1110800,1.27E-178,0.478741777,0.546,0.16,9.16E-174,1,TraesCS3B03G1110800,ORTHO905GF012361
TraesCSU03G0188600,3.07E-178,0.53245071,0.601,0.2,2.20E-173,1,TraesCSU03G0188600,ORTHO905GF014276
TraesCS3A03G0326900,5.81E-178,0.355838577,0.382,0.073,4.18E-173,1,TraesCS3A03G0326900,ORTHO905GF000043
TraesCS7D03G0468700,6.16E-178,0.460095285,0.535,0.151,4.43E-173,1,TraesCS7D03G0468700,ORTHO905GF014637
TraesCS1B03G0977200,1.85E-177,0.332152044,0.335,0.054,1.33E-172,1,TraesCS1B03G0977200,ORTHO905GF000022
TraesCS2D03G0972300,9.96E-176,0.348547984,0.364,0.066,7.15E-171,1,TraesCS2D03G0972300,ORTHO905GF014033
TraesCS3B03G0391400,9.19E-175,0.358037099,0.392,0.077,6.60E-170,1,TraesCS3B03G0391400,ORTHO905GF000043
TraesCS3B03G1405100,2.38E-172,0.515307116,0.58,0.194,1.71E-167,1,TraesCS3B03G1405100,ORTHO905GF000379
TraesCS4D03G0639000,1.95E-171,0.34458671,0.386,0.076,1.40E-166,1,TraesCS4D03G0639000,ORTHO905GF004059
TraesCS3D03G0695000,4.56E-171,0.315816535,0.328,0.054,3.27E-166,1,TraesCS3D03G0695000,ORTHO905GF003160
TraesCS6A03G0006100,1.58E-170,0.282500075,0.3,0.043,1.13E-165,1,TraesCS6A03G0006100,ORTHO905GF002240
TraesCS6D03G0703200,1.94E-170,0.503372819,0.41,0.09,1.39E-165,1,TraesCS6D03G0703200,ORTHO905GF002160
TraesCS2A03G0860100,2.60E-169,0.510054096,0.526,0.154,1.87E-164,1,TraesCS2A03G0860100,ORTHO905GF005359
TraesCS2B03G1083100,3.96E-169,0.541113777,0.927,0.645,2.85E-164,1,TraesCS2B03G1083100,ORTHO905GF000465
TraesCS3D03G0037900,5.78E-169,0.559587225,0.508,0.145,4.15E-164,1,TraesCS3D03G0037900,ORTHO905GF002200
TraesCSU03G0193900,8.37E-169,0.476678666,0.405,0.089,6.01E-164,1,TraesCSU03G0193900,ORTHO905GF000837
TraesCS3A03G0966500,1.06E-168,0.547785535,0.626,0.232,7.60E-164,1,TraesCS3A03G0966500,ORTHO905GF012361
TraesCS2B03G0731200,2.29E-168,0.548171936,0.696,0.289,1.65E-163,1,TraesCS2B03G0731200,ORTHO905GF000125
TraesCS2D03G0067200,1.54E-166,0.415293479,0.496,0.133,1.11E-161,1,TraesCS2D03G0067200,ORTHO905GF010470
TraesCS4A03G0889000,3.12E-166,0.362833464,0.368,0.072,2.24E-161,1,TraesCS4A03G0889000,ORTHO905GF000067
TraesCS2A03G1032900,3.35E-166,0.405314377,0.416,0.095,2.41E-161,1,TraesCS2A03G1032900,ORTHO905GF014033
TraesCS3D03G0695100,1.20E-165,0.292860106,0.312,0.049,8.65E-161,1,TraesCS3D03G0695100,ORTHO905GF003160
TraesCS6D03G0100400,1.82E-164,0.327513573,0.338,0.059,1.31E-159,1,TraesCS6D03G0100400,ORTHO905GF002049
TraesCS5B03G1242400,2.27E-164,0.388175536,0.416,0.095,1.63E-159,1,TraesCS5B03G1242400,ORTHO905GF000067
TraesCS1B03G1166600,2.96E-162,0.535675426,0.791,0.407,2.13E-157,1,TraesCS1B03G1166600,ORTHO905GF003377
TraesCS2A03G0858200,1.77E-161,0.532871364,0.598,0.217,1.27E-156,1,TraesCS2A03G0858200,ORTHO905GF006685
TraesCS2D03G0844200,1.90E-161,0.472801991,0.946,0.737,1.37E-156,1,TraesCS2D03G0844200,ORTHO905GF001752
TraesCS1A03G0558900,4.59E-161,0.41957669,0.467,0.121,3.30E-156,1,TraesCS1A03G0558900,ORTHO905GF002613
TraesCS2D03G0321400,6.52E-161,0.301065322,0.265,0.035,4.69E-156,1,TraesCS2D03G0321400,ORTHO905GF008771
TraesCS3D03G0894500,1.81E-160,0.409915949,0.449,0.112,1.30E-155,1,TraesCS3D03G0894500,ORTHO905GF002378
TraesCSU03G0141200,4.74E-160,0.45172664,0.373,0.079,3.40E-155,1,TraesCSU03G0141200,ORTHO905GF000837
TraesCS7A03G0484900,4.80E-157,0.392181219,0.457,0.117,3.45E-152,1,TraesCS7A03G0484900,ORTHO905GF014637
TraesCS3D03G0992200,5.74E-156,0.481145091,0.922,0.649,4.12E-151,1,TraesCS3D03G0992200,ORTHO905GF017555
TraesCS2A03G1272500,1.21E-155,0.369155451,0.393,0.09,8.71E-151,1,TraesCS2A03G1272500,ORTHO905GF000869
TraesCS3D03G0274500,7.44E-155,0.34265315,0.333,0.062,5.34E-150,1,TraesCS3D03G0274500,ORTHO905GF001362
TraesCS1B03G0882200,6.21E-154,0.410100225,0.409,0.1,4.46E-149,1,TraesCS1B03G0882200,ORTHO905GF001682
TraesCS1A03G0848200,1.38E-153,0.269054139,0.279,0.042,9.91E-149,1,TraesCS1A03G0848200,ORTHO905GF000022
TraesCS1A03G0200600,1.57E-153,0.390418551,0.426,0.106,1.12E-148,1,TraesCS1A03G0200600,ORTHO905GF005264
TraesCS4B03G0809400,5.71E-152,0.406027808,0.997,0.873,4.10E-147,1,TraesCS4B03G0809400,ORTHO905GF002531
TraesCS2D03G1302200,1.35E-149,0.535119096,0.626,0.256,9.69E-145,1,TraesCS2D03G1302200,ORTHO905GF003135
TraesCS5D03G1150800,1.53E-148,0.316177937,0.272,0.041,1.10E-143,1,TraesCS5D03G1150800,ORTHO905GF001012
TraesCS2D03G0050700,5.57E-147,0.401032896,0.403,0.098,4.00E-142,1,TraesCS2D03G0050700,ORTHO905GF000076
TraesCS5D03G1133200,1.95E-145,0.390254363,0.44,0.118,1.40E-140,1,TraesCS5D03G1133200,ORTHO905GF001084
TraesCS6D03G0848300,1.71E-142,0.48243111,0.625,0.256,1.23E-137,1,TraesCS6D03G0848300,ORTHO905GF000545
TraesCS2B03G0107000,2.08E-142,0.40479149,0.491,0.147,1.49E-137,1,TraesCS2B03G0107000,ORTHO905GF010470
TraesCS4A03G0829000,3.32E-142,0.390665299,0.315,0.061,2.38E-137,1,TraesCS4A03G0829000,ORTHO905GF004852
TraesCS4D03G0187400,1.50E-141,0.355229229,0.375,0.089,1.08E-136,1,TraesCS4D03G0187400,ORTHO905GF002307
TraesCS2B03G0005500,1.84E-141,0.433790141,0.528,0.178,1.32E-136,1,TraesCS2B03G0005500,ORTHO905GF017788
TraesCS2A03G1180300,2.88E-141,0.460940256,0.572,0.213,2.07E-136,1,TraesCS2A03G1180300,ORTHO905GF010465
TraesCS1D03G0951700,4.00E-141,0.466405321,0.865,0.555,2.87E-136,1,TraesCS1D03G0951700,ORTHO905GF003377
TraesCS2A03G0303600,7.01E-141,0.280122303,0.263,0.04,5.04E-136,1,TraesCS2A03G0303600,ORTHO905GF008771
TraesCS2B03G1544300,5.69E-140,0.256482201,0.226,0.029,4.09E-135,1,TraesCS2B03G1544300,ORTHO905GF016120
TraesCS5D03G1172900,4.31E-138,0.525929412,0.546,0.194,3.10E-133,1,TraesCS5D03G1172900,ORTHO905GF004852
TraesCS5A03G0242800,1.63E-137,0.336280655,0.371,0.085,1.17E-132,1,TraesCS5A03G0242800,ORTHO905GF001743
TraesCS1A03G0542400,2.72E-137,0.634220539,0.655,0.31,1.95E-132,1,TraesCS1A03G0542400,ORTHO905GF010393
TraesCS2A03G0414000,9.50E-136,0.479959042,0.865,0.596,6.82E-131,1,TraesCS2A03G0414000,ORTHO905GF000222
TraesCS5A03G1246600,9.52E-136,0.350368414,0.407,0.107,6.84E-131,1,TraesCS5A03G1246600,ORTHO905GF001109
TraesCS2A03G0296100,2.22E-134,0.515615695,0.374,0.094,1.60E-129,1,TraesCS2A03G0296100,ORTHO905GF002160
TraesCS3D03G0311200,3.54E-134,0.317260833,0.371,0.088,2.55E-129,1,TraesCS3D03G0311200,ORTHO905GF000043
TraesCS3B03G0885400,3.69E-132,0.462402545,0.393,0.103,2.65E-127,1,TraesCS3B03G0885400,ORTHO905GF002353
TraesCS1B03G0960000,8.28E-132,0.437530965,0.501,0.168,5.95E-127,1,TraesCS1B03G0960000,ORTHO905GF016760
TraesCS2D03G0322900,5.01E-130,0.32860386,0.235,0.034,3.60E-125,1,TraesCS2D03G0322900,ORTHO905GF002160
TraesCS5B03G1242300,3.06E-129,0.326703064,0.35,0.083,2.20E-124,1,TraesCS5B03G1242300,ORTHO905GF000067
TraesCS2B03G0951100,6.35E-129,0.348122801,0.334,0.076,4.56E-124,1,TraesCS2B03G0951100,ORTHO905GF005359
TraesCS5B03G0259700,8.62E-128,0.359677607,0.393,0.101,6.19E-123,1,TraesCS5B03G0259700,ORTHO905GF001743
TraesCS3A03G0588000,7.48E-127,0.458814462,0.446,0.139,5.37E-122,1,TraesCS3A03G0588000,ORTHO905GF000029
TraesCS7B03G0246800,3.12E-126,0.33010157,0.35,0.085,2.24E-121,1,TraesCS7B03G0246800,ORTHO905GF004519
TraesCS7B03G0030900,3.64E-126,0.294182185,0.351,0.083,2.61E-121,1,TraesCS7B03G0030900,ORTHO905GF001775
TraesCS3B03G0341200,3.86E-126,0.290390207,0.322,0.071,2.77E-121,1,TraesCS3B03G0341200,ORTHO905GF003533
TraesCS1B03G1040000,4.36E-126,0.436629686,0.485,0.161,3.14E-121,1,TraesCS1B03G1040000,ORTHO905GF002200
TraesCS1D03G0191900LC,1.05E-125,0.377698511,0.456,0.144,7.57E-121,1,TraesCS1D03G0191900LC,#N/A
TraesCS1B03G1243900,1.61E-125,0.297133078,0.299,0.061,1.16E-120,1,TraesCS1B03G1243900,ORTHO905GF029169
TraesCS7A03G0958600,2.17E-125,0.343352141,0.31,0.067,1.56E-120,1,TraesCS7A03G0958600,ORTHO905GF004829
TraesCS2D03G0431000,1.58E-124,0.498146931,0.814,0.521,1.14E-119,1,TraesCS2D03G0431000,ORTHO905GF062405
TraesCS3B03G0487400,6.14E-124,0.37698383,0.381,0.104,4.41E-119,1,TraesCS3B03G0487400,ORTHO905GF002353
TraesCS3B03G1099600,6.34E-122,0.29055992,0.34,0.081,4.55E-117,1,TraesCS3B03G1099600,ORTHO905GF002378
TraesCS2B03G0880300,9.40E-122,0.281636076,0.334,0.076,6.76E-117,1,TraesCS2B03G0880300,ORTHO905GF002778
TraesCS4A03G1016800,6.12E-121,0.345985714,0.997,0.894,4.40E-116,1,TraesCS4A03G1016800,ORTHO905GF002531
TraesCS2A03G0722800,1.22E-120,0.301975264,0.301,0.064,8.75E-116,1,TraesCS2A03G0722800,ORTHO905GF004137
TraesCS5D03G1173000,1.30E-119,0.527254334,0.616,0.268,9.36E-115,1,TraesCS5D03G1173000,ORTHO905GF004852
TraesCS3B03G0971400,1.75E-119,0.447919543,0.636,0.284,1.26E-114,1,TraesCS3B03G0971400,ORTHO905GF014703
TraesCS3B03G1110600,4.56E-119,0.458399319,0.531,0.211,3.28E-114,1,TraesCS3B03G1110600,ORTHO905GF012361
TraesCS2B03G0995100,4.90E-119,0.345570939,0.967,0.853,3.52E-114,1,TraesCS2B03G0995100,ORTHO905GF001752
TraesCS7D03G1077100,1.06E-118,0.497626798,0.538,0.208,7.64E-114,1,TraesCS7D03G1077100,ORTHO905GF016111
TraesCS7D03G0801800,3.36E-118,0.416112765,0.974,0.782,2.41E-113,1,TraesCS7D03G0801800,ORTHO905GF001253
TraesCS3A03G0049400,1.42E-117,0.345175708,0.33,0.08,1.02E-112,1,TraesCS3A03G0049400,ORTHO905GF002200
TraesCS1B03G0269300,6.12E-116,0.355850472,0.407,0.124,4.39E-111,1,TraesCS1B03G0269300,ORTHO905GF005264
TraesCS1A03G0888700,2.67E-115,0.287841345,0.298,0.066,1.92E-110,1,TraesCS1A03G0888700,ORTHO905GF002200
TraesCS2A03G0038300,4.64E-115,0.495936866,0.658,0.322,3.33E-110,1,TraesCS2A03G0038300,ORTHO905GF000647
TraesCS2D03G0917400,5.03E-115,0.473683349,0.865,0.625,3.62E-110,1,TraesCS2D03G0917400,ORTHO905GF000465
TraesCS3D03G0712800,6.60E-115,0.410665091,0.388,0.115,4.74E-110,1,TraesCS3D03G0712800,ORTHO905GF002353
TraesCS7A03G0452500,7.33E-115,0.332225003,0.292,0.064,5.27E-110,1,TraesCS7A03G0452500,ORTHO905GF000837
TraesCS1D03G0534300,7.97E-115,0.458556972,0.903,0.686,5.73E-110,1,TraesCS1D03G0534300,ORTHO905GF007666
TraesCS5D03G0067400,1.05E-114,0.369051141,0.917,0.764,7.53E-110,1,TraesCS5D03G0067400,ORTHO905GF000629
TraesCS4B03G0655900,1.48E-113,0.488087743,0.518,0.207,1.06E-108,1,TraesCS4B03G0655900,ORTHO905GF000517
TraesCS2B03G0106300,3.84E-113,0.419773273,0.837,0.603,2.76E-108,1,TraesCS2B03G0106300,ORTHO905GF004743
TraesCS7D03G0132500LC,5.81E-112,0.254500579,0.212,0.033,4.17E-107,1,TraesCS7D03G0132500LC,#N/A
TraesCS3D03G0089800LC,6.63E-112,0.384351726,0.422,0.133,4.76E-107,1,TraesCS3D03G0089800LC,#N/A
TraesCS3B03G0675200,6.76E-112,0.347119037,0.356,0.099,4.86E-107,1,TraesCS3B03G0675200,ORTHO905GF000762
TraesCS3D03G0712500,7.98E-112,0.418025789,0.419,0.134,5.73E-107,1,TraesCS3D03G0712500,ORTHO905GF002353
TraesCS3D03G0701000,7.30E-111,0.302421737,0.326,0.082,5.24E-106,1,TraesCS3D03G0701000,ORTHO905GF017414
TraesCS3B03G0959100,2.05E-110,0.325606406,0.404,0.123,1.47E-105,1,TraesCS3B03G0959100,ORTHO905GF015727
TraesCS3A03G0325200,5.91E-110,0.267114828,0.302,0.07,4.24E-105,1,TraesCS3A03G0325200,ORTHO905GF000043
TraesCS5A03G0657700,2.24E-109,0.365593755,0.383,0.112,1.61E-104,1,TraesCS5A03G0657700,ORTHO905GF000123
TraesCS5B03G0043100,2.86E-109,0.393959229,0.877,0.674,2.06E-104,1,TraesCS5B03G0043100,ORTHO905GF000629
TraesCS4B03G0974300,3.32E-109,0.286144157,0.179,0.023,2.39E-104,1,TraesCS4B03G0974300,ORTHO905GF017817
TraesCS2D03G0800100,5.90E-109,0.331083613,0.344,0.092,4.24E-104,1,TraesCS2D03G0800100,ORTHO905GF005359
TraesCS3D03G0543200,1.79E-107,0.343642769,0.342,0.093,1.29E-102,1,TraesCS3D03G0543200,ORTHO905GF000029
