gene ID,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Orth_group
Zm00001eb013430,0,0.700822493,0.665,0.245,0,0,Zm00001eb013430,ORTHO905GF001027
Zm00001eb404560,0,0.700745874,0.702,0.215,0,0,Zm00001eb404560,ORTHO905GF000027
Zm00001eb231250,0,0.674599069,0.78,0.336,0,0,Zm00001eb231250,ORTHO905GF017465
Zm00001eb383860,0,0.674052118,0.696,0.241,0,0,Zm00001eb383860,ORTHO905GF000621
Zm00001eb317190,0,0.672172916,0.625,0.108,0,0,Zm00001eb317190,ORTHO905GF001774
Zm00001eb000440,0,0.671963748,0.449,0.034,0,0,Zm00001eb000440,ORTHO905GF000160
Zm00001eb347310,0,0.671659863,0.55,0.15,0,0,Zm00001eb347310,ORTHO905GF018730
#N/A,0,0.666987436,0.915,0.594,0,0,#N/A,#N/A
Zm00001eb093430,0,0.663225597,0.648,0.108,0,0,Zm00001eb093430,ORTHO905GF000179
Zm00001eb039560,0,0.658052459,0.61,0.15,0,0,Zm00001eb039560,ORTHO905GF004666
Zm00001eb396420,0,0.6394787,0.895,0.534,0,0,Zm00001eb396420,ORTHO905GF004593
Zm00001eb055880,0,0.632069308,0.923,0.625,0,0,Zm00001eb055880,ORTHO905GF008989
Zm00001eb332460,0,0.629169633,0.857,0.474,0,0,Zm00001eb332460,ORTHO905GF000545
Zm00001eb408940,0,0.627715222,0.569,0.088,0,0,Zm00001eb408940,ORTHO905GF017078
Zm00001eb003730,0,0.626324997,0.993,0.852,0,0,Zm00001eb003730,ORTHO905GF002531
Zm00001eb186720,0,0.625227239,0.408,0.022,0,0,Zm00001eb186720,ORTHO905GF000160
Zm00001eb197870,0,0.623651428,0.651,0.225,0,0,Zm00001eb197870,ORTHO905GF004772
Zm00001eb008170,0,0.62073668,0.548,0.07,0,0,Zm00001eb008170,ORTHO905GF003639
Zm00001eb023570,0,0.617660117,0.593,0.168,0,0,Zm00001eb023570,ORTHO905GF071591
Zm00001eb196870,0,0.614556644,0.38,0.036,0,0,Zm00001eb196870,ORTHO905GF023092
Zm00001eb416090,0,0.610284867,0.672,0.207,0,0,Zm00001eb416090,ORTHO905GF001268
Zm00001eb391350,0,0.59610013,0.525,0.11,0,0,Zm00001eb391350,ORTHO905GF010472
Zm00001eb368350,0,0.594786518,0.847,0.559,0,0,Zm00001eb368350,ORTHO905GF001060
Zm00001eb003440,0,0.591651616,0.936,0.74,0,0,Zm00001eb003440,ORTHO905GF004737
Zm00001eb306350,0,0.586645943,0.471,0.107,0,0,Zm00001eb306350,ORTHO905GF014119
Zm00001eb405590,0,0.583775162,0.851,0.504,0,0,Zm00001eb405590,ORTHO905GF069970
Zm00001eb079490,0,0.583408755,0.542,0.204,0,0,Zm00001eb079490,ORTHO905GF013256
Zm00001eb406570,0,0.569549261,0.987,0.917,0,0,Zm00001eb406570,ORTHO905GF010467
Zm00001eb400300,0,0.567095251,0.598,0.23,0,0,Zm00001eb400300,ORTHO905GF004288
Zm00001eb013360,0,0.566406448,0.551,0.183,0,0,Zm00001eb013360,ORTHO905GF001060
Zm00001eb431960,0,0.561801688,0.554,0.089,0,0,Zm00001eb431960,ORTHO905GF004811
#N/A,0,0.559015217,0.756,0.381,0,0,#N/A,#N/A
Zm00001eb211650,0,0.555317821,0.809,0.509,0,0,Zm00001eb211650,ORTHO905GF003352
Zm00001eb002830,0,0.554818969,0.489,0.059,0,0,Zm00001eb002830,ORTHO905GF000698
Zm00001eb350150,0,0.552789528,0.907,0.615,0,0,Zm00001eb350150,ORTHO905GF002897
Zm00001eb073660,0,0.551759606,0.653,0.262,0,0,Zm00001eb073660,ORTHO905GF007166
Zm00001eb070860,0,0.546358403,0.621,0.168,0,0,Zm00001eb070860,ORTHO905GF002815
Zm00001eb328760,0,0.546139767,0.778,0.48,0,0,Zm00001eb328760,ORTHO905GF008274
Zm00001eb431820,0,0.544206578,0.745,0.435,0,0,Zm00001eb431820,ORTHO905GF014811
Zm00001eb312080,0,0.538893112,0.946,0.762,0,0,Zm00001eb312080,ORTHO905GF002622
Zm00001eb388760,0,0.537395895,0.436,0.143,0,0,Zm00001eb388760,ORTHO905GF013547
Zm00001eb162620,0,0.536107682,0.704,0.336,0,0,Zm00001eb162620,ORTHO905GF003234
Zm00001eb037350,0,0.535854515,0.916,0.653,0,0,Zm00001eb037350,ORTHO905GF009764
Zm00001eb096480,0,0.534947171,0.879,0.544,0,0,Zm00001eb096480,ORTHO905GF018754
Zm00001eb194570,0,0.534711881,0.899,0.678,0,0,Zm00001eb194570,ORTHO905GF029373
Zm00001eb017600,0,0.530791997,0.929,0.585,0,0,Zm00001eb017600,ORTHO905GF003537
Zm00001eb092770,0,0.526029335,0.896,0.664,0,0,Zm00001eb092770,ORTHO905GF000010
Zm00001eb190270,0,0.526023647,0.814,0.553,0,0,Zm00001eb190270,ORTHO905GF016866
Zm00001eb150550,0,0.525882089,0.522,0.188,0,0,Zm00001eb150550,ORTHO905GF002301
Zm00001eb431830,0,0.525039163,0.402,0.126,0,0,Zm00001eb431830,ORTHO905GF020818
Zm00001eb048560,0,0.524343291,0.535,0.203,0,0,Zm00001eb048560,ORTHO905GF005779
Zm00001eb319660,0,0.524305314,0.805,0.448,0,0,Zm00001eb319660,ORTHO905GF003364
Zm00001eb361490,0,0.522470492,0.644,0.297,0,0,Zm00001eb361490,ORTHO905GF011375
Zm00001eb009090,0,0.522455757,0.732,0.384,0,0,Zm00001eb009090,ORTHO905GF000517
Zm00001eb021010,0,0.517901782,0.509,0.121,0,0,Zm00001eb021010,ORTHO905GF069738
Zm00001eb291080,0,0.515165588,0.564,0.204,0,0,Zm00001eb291080,ORTHO905GF013326
Zm00001eb249940,0,0.50870253,0.933,0.804,0,0,Zm00001eb249940,ORTHO905GF000465
Zm00001eb392390,0,0.505120523,0.735,0.356,0,0,Zm00001eb392390,ORTHO905GF023217
Zm00001eb281180,0,0.504845139,0.418,0.11,0,0,Zm00001eb281180,ORTHO905GF000837
Zm00001eb159730,0,0.498848165,0.687,0.346,0,0,Zm00001eb159730,ORTHO905GF000870
Zm00001eb026860,0,0.492103259,0.885,0.563,0,0,Zm00001eb026860,ORTHO905GF013923
Zm00001eb417520,0,0.491454608,0.996,0.891,0,0,Zm00001eb417520,ORTHO905GF070632
Zm00001eb095390,0,0.490008153,0.974,0.83,0,0,Zm00001eb095390,ORTHO905GF004728
Zm00001eb356370,0,0.489506613,0.488,0.09,0,0,Zm00001eb356370,ORTHO905GF003960
Zm00001eb169520,0,0.488382107,0.961,0.73,0,0,Zm00001eb169520,ORTHO905GF070493
Zm00001eb021050,0,0.488378993,0.528,0.186,0,0,Zm00001eb021050,ORTHO905GF071479
Zm00001eb322310,0,0.487625839,0.591,0.223,0,0,Zm00001eb322310,ORTHO905GF003601
Zm00001eb068910,0,0.487559798,0.754,0.419,0,0,Zm00001eb068910,ORTHO905GF005693
Zm00001eb157850,0,0.48674305,0.995,0.941,0,0,Zm00001eb157850,ORTHO905GF023577
Zm00001eb433300,0,0.486121175,0.778,0.539,0,0,Zm00001eb433300,ORTHO905GF069991
#N/A,0,0.483543689,0.547,0.241,0,0,#N/A,#N/A
Zm00001eb168550,0,0.482885987,0.889,0.613,0,0,Zm00001eb168550,ORTHO905GF001045
Zm00001eb070280,0,0.482146032,0.519,0.098,0,0,Zm00001eb070280,ORTHO905GF001106
Zm00001eb058110,0,0.481102834,0.633,0.311,0,0,Zm00001eb058110,ORTHO905GF000080
Zm00001eb218000,0,0.480042283,0.7,0.36,0,0,Zm00001eb218000,ORTHO905GF000146
Zm00001eb314010,0,0.478996546,0.703,0.416,0,0,Zm00001eb314010,ORTHO905GF015400
Zm00001eb304540,0,0.478425018,0.496,0.177,0,0,Zm00001eb304540,ORTHO905GF004315
#N/A,0,0.478377821,0.599,0.308,0,0,#N/A,#N/A
Zm00001eb400620,0,0.472140005,0.621,0.331,0,0,Zm00001eb400620,ORTHO905GF002217
#N/A,0,0.470853209,0.614,0.305,0,0,#N/A,#N/A
Zm00001eb325640,0,0.470852679,0.544,0.197,0,0,Zm00001eb325640,ORTHO905GF000185
Zm00001eb125590,0,0.470818869,1,0.974,0,0,Zm00001eb125590,ORTHO905GF027702
Zm00001eb248470,0,0.470218343,0.424,0.111,0,0,Zm00001eb248470,ORTHO905GF001981
Zm00001eb326540,0,0.469628558,0.89,0.661,0,0,Zm00001eb326540,ORTHO905GF020718
Zm00001eb123570,0,0.467971523,0.443,0.151,0,0,Zm00001eb123570,ORTHO905GF003263
Zm00001eb283960,0,0.467521638,0.886,0.667,0,0,Zm00001eb283960,ORTHO905GF000766
Zm00001eb227740,0,0.467118681,0.618,0.293,0,0,Zm00001eb227740,ORTHO905GF000413
Zm00001eb042460,0,0.466885996,0.933,0.778,0,0,Zm00001eb042460,ORTHO905GF000553
Zm00001eb322950,0,0.466728036,0.567,0.218,0,0,Zm00001eb322950,ORTHO905GF002120
Zm00001eb326420,0,0.463070619,0.5,0.201,0,0,Zm00001eb326420,ORTHO905GF001350
Zm00001eb359360,0,0.461303439,0.498,0.148,0,0,Zm00001eb359360,ORTHO905GF017092
Zm00001eb154790,0,0.460707102,0.547,0.165,0,0,Zm00001eb154790,ORTHO905GF003128
Zm00001eb354550,0,0.460634776,0.584,0.271,0,0,Zm00001eb354550,ORTHO905GF004882
Zm00001eb411380,0,0.460546599,0.999,0.922,0,0,Zm00001eb411380,ORTHO905GF014996
Zm00001eb394840,0,0.460474414,0.561,0.241,0,0,Zm00001eb394840,ORTHO905GF014615
Zm00001eb431260,0,0.460192134,0.498,0.147,0,0,Zm00001eb431260,ORTHO905GF015557
Zm00001eb300120,0,0.457218706,0.976,0.81,0,0,Zm00001eb300120,ORTHO905GF000130
Zm00001eb159250,0,0.456525268,0.909,0.656,0,0,Zm00001eb159250,ORTHO905GF000029
Zm00001eb313500,0,0.456203712,0.411,0.097,0,0,Zm00001eb313500,ORTHO905GF001926
Zm00001eb065440,0,0.455466016,0.358,0.075,0,0,Zm00001eb065440,ORTHO905GF014812
Zm00001eb021040,0,0.454395346,0.951,0.791,0,0,Zm00001eb021040,ORTHO905GF001375
Zm00001eb206400,0,0.454005519,0.68,0.419,0,0,Zm00001eb206400,ORTHO905GF000390
Zm00001eb277330,0,0.453755938,0.992,0.919,0,0,Zm00001eb277330,ORTHO905GF002568
Zm00001eb018690,0,0.449784023,0.981,0.861,0,0,Zm00001eb018690,ORTHO905GF014870
Zm00001eb047980,0,0.447143388,0.937,0.723,0,0,Zm00001eb047980,ORTHO905GF003377
Zm00001eb216590,0,0.446247584,0.432,0.067,0,0,Zm00001eb216590,ORTHO905GF008137
Zm00001eb033580,0,0.443588751,0.942,0.743,0,0,Zm00001eb033580,ORTHO905GF007692
Zm00001eb128730,0,0.443573103,0.607,0.259,0,0,Zm00001eb128730,ORTHO905GF000179
Zm00001eb070190,0,0.441755638,0.55,0.174,0,0,Zm00001eb070190,ORTHO905GF007584
Zm00001eb155720,0,0.441588268,0.725,0.418,0,0,Zm00001eb155720,ORTHO905GF000186
Zm00001eb067730,0,0.439682872,0.465,0.135,0,0,Zm00001eb067730,ORTHO905GF017466
Zm00001eb166410,0,0.439125558,0.418,0.102,0,0,Zm00001eb166410,ORTHO905GF003473
Zm00001eb195770,0,0.438024747,0.532,0.206,0,0,Zm00001eb195770,ORTHO905GF015996
Zm00001eb193920,0,0.437739664,0.416,0.089,0,0,Zm00001eb193920,ORTHO905GF015359
Zm00001eb149740,0,0.436253305,0.443,0.127,0,0,Zm00001eb149740,ORTHO905GF000606
Zm00001eb008810,0,0.435705802,0.889,0.766,0,0,Zm00001eb008810,ORTHO905GF005620
Zm00001eb070310,0,0.435399456,0.957,0.846,0,0,Zm00001eb070310,ORTHO905GF006370
Zm00001eb290370,0,0.4352926,0.518,0.172,0,0,Zm00001eb290370,ORTHO905GF004268
Zm00001eb430170,0,0.434928353,0.704,0.427,0,0,Zm00001eb430170,ORTHO905GF006871
Zm00001eb006680,0,0.43472939,0.506,0.22,0,0,Zm00001eb006680,ORTHO905GF001111
Zm00001eb184010,0,0.43353366,0.624,0.277,0,0,Zm00001eb184010,ORTHO905GF022948
Zm00001eb359410,0,0.427198001,0.506,0.205,0,0,Zm00001eb359410,ORTHO905GF000599
Zm00001eb110740,0,0.426360131,0.495,0.171,0,0,Zm00001eb110740,ORTHO905GF001315
Zm00001eb122240,0,0.424216619,0.406,0.107,0,0,Zm00001eb122240,ORTHO905GF000148
Zm00001eb050070,0,0.424141911,0.484,0.131,0,0,Zm00001eb050070,ORTHO905GF002670
Zm00001eb419530,0,0.423818615,0.344,0.062,0,0,Zm00001eb419530,ORTHO905GF004249
Zm00001eb101500,0,0.422518898,0.949,0.81,0,0,Zm00001eb101500,ORTHO905GF002920
Zm00001eb287980,0,0.421886842,0.69,0.399,0,0,Zm00001eb287980,ORTHO905GF001616
Zm00001eb191920,0,0.420727217,0.606,0.329,0,0,Zm00001eb191920,ORTHO905GF001047
Zm00001eb206930,0,0.419061126,0.995,0.93,0,0,Zm00001eb206930,ORTHO905GF005882
Zm00001eb006700,0,0.417669574,0.541,0.229,0,0,Zm00001eb006700,ORTHO905GF001260
Zm00001eb291060,0,0.417390213,0.45,0.174,0,0,Zm00001eb291060,ORTHO905GF001258
Zm00001eb122620,0,0.416759608,0.504,0.191,0,0,Zm00001eb122620,ORTHO905GF007601
Zm00001eb427060,0,0.416227225,0.674,0.418,0,0,Zm00001eb427060,ORTHO905GF002694
Zm00001eb265830,0,0.415344149,0.421,0.144,0,0,Zm00001eb265830,ORTHO905GF000708
Zm00001eb125420,0,0.413662712,0.397,0.111,0,0,Zm00001eb125420,ORTHO905GF003094
Zm00001eb358400,0,0.411053075,0.587,0.248,0,0,Zm00001eb358400,ORTHO905GF004484
Zm00001eb425310,0,0.410681121,0.482,0.191,0,0,Zm00001eb425310,ORTHO905GF015654
Zm00001eb111070,0,0.410151996,0.998,0.965,0,0,Zm00001eb111070,ORTHO905GF006901
Zm00001eb036930,0,0.410011574,0.459,0.183,0,0,Zm00001eb036930,ORTHO905GF069673
Zm00001eb321550,0,0.409739,0.827,0.616,0,0,Zm00001eb321550,ORTHO905GF010099
Zm00001eb140430,0,0.408949398,0.417,0.104,0,0,Zm00001eb140430,ORTHO905GF001774
Zm00001eb431200,0,0.405091383,0.92,0.795,0,0,Zm00001eb431200,ORTHO905GF030212
Zm00001eb400610,0,0.403304558,0.491,0.198,0,0,Zm00001eb400610,ORTHO905GF002217
Zm00001eb216060,0,0.402150633,0.498,0.189,0,0,Zm00001eb216060,ORTHO905GF011764
Zm00001eb057470,0,0.402086694,0.906,0.725,0,0,Zm00001eb057470,ORTHO905GF002874
Zm00001eb302370,0,0.402036954,0.349,0.074,0,0,Zm00001eb302370,ORTHO905GF001604
Zm00001eb348560,0,0.40102837,0.911,0.741,0,0,Zm00001eb348560,ORTHO905GF014399
Zm00001eb078440,0,0.39893003,1,0.99,0,0,Zm00001eb078440,ORTHO905GF000961
Zm00001eb226530,0,0.397256324,0.506,0.19,0,0,Zm00001eb226530,ORTHO905GF006751
Zm00001eb115750,0,0.396354303,0.961,0.845,0,0,Zm00001eb115750,ORTHO905GF000515
Zm00001eb150560,0,0.395058387,0.992,0.948,0,0,Zm00001eb150560,ORTHO905GF003466
Zm00001eb223860,0,0.391705714,0.946,0.778,0,0,Zm00001eb223860,ORTHO905GF013286
Zm00001eb052000,0,0.389278104,0.979,0.921,0,0,Zm00001eb052000,ORTHO905GF015764
Zm00001eb315910,0,0.38916168,0.816,0.576,0,0,Zm00001eb315910,ORTHO905GF002430
Zm00001eb386320,0,0.388698467,0.389,0.126,0,0,Zm00001eb386320,ORTHO905GF008803
Zm00001eb233450,0,0.387573785,0.915,0.73,0,0,Zm00001eb233450,ORTHO905GF005882
Zm00001eb244120,0,0.387282552,0.489,0.164,0,0,Zm00001eb244120,ORTHO905GF001906
Zm00001eb104680,0,0.386720123,0.979,0.87,0,0,Zm00001eb104680,ORTHO905GF006078
Zm00001eb080510,0,0.386598609,0.722,0.456,0,0,Zm00001eb080510,ORTHO905GF002949
Zm00001eb314240,0,0.385691647,0.703,0.427,0,0,Zm00001eb314240,ORTHO905GF005504
Zm00001eb076190,0,0.385259202,0.916,0.736,0,0,Zm00001eb076190,ORTHO905GF002370
Zm00001eb419380,0,0.385082655,0.34,0.067,0,0,Zm00001eb419380,ORTHO905GF023289
Zm00001eb304250,0,0.384974552,0.991,0.918,0,0,Zm00001eb304250,ORTHO905GF003426
Zm00001eb383830,0,0.383877115,0.358,0.111,0,0,Zm00001eb383830,ORTHO905GF000621
Zm00001eb300250,0,0.382344155,0.952,0.82,0,0,Zm00001eb300250,ORTHO905GF012629
Zm00001eb068120,0,0.382279867,0.893,0.636,0,0,Zm00001eb068120,ORTHO905GF010465
Zm00001eb066790,0,0.382061494,0.555,0.251,0,0,Zm00001eb066790,ORTHO905GF011408
Zm00001eb310990,0,0.380802746,0.893,0.701,0,0,Zm00001eb310990,ORTHO905GF013067
Zm00001eb336760,0,0.380507039,0.662,0.349,0,0,Zm00001eb336760,ORTHO905GF000714
Zm00001eb158120,0,0.379700947,0.909,0.81,0,0,Zm00001eb158120,ORTHO905GF023065
Zm00001eb331450,0,0.374986502,0.982,0.887,0,0,Zm00001eb331450,ORTHO905GF003071
#N/A,0,0.374570713,0.942,0.744,0,0,#N/A,#N/A
#N/A,0,0.374506274,0.999,0.969,0,0,#N/A,#N/A
Zm00001eb157980,0,0.374371615,0.426,0.114,0,0,Zm00001eb157980,ORTHO905GF015356
Zm00001eb167090,0,0.374012245,0.407,0.083,0,0,Zm00001eb167090,ORTHO905GF000617
Zm00001eb060250,0,0.373643373,0.954,0.787,0,0,Zm00001eb060250,ORTHO905GF000232
Zm00001eb072480,0,0.370930421,0.514,0.22,0,0,Zm00001eb072480,ORTHO905GF014630
Zm00001eb344230,0,0.367137463,0.742,0.495,0,0,Zm00001eb344230,ORTHO905GF010894
Zm00001eb411000,0,0.366122964,0.501,0.184,0,0,Zm00001eb411000,ORTHO905GF015622
Zm00001eb115970,0,0.36565799,0.264,0.049,0,0,Zm00001eb115970,ORTHO905GF003868
Zm00001eb211760,0,0.365522591,0.921,0.799,0,0,Zm00001eb211760,ORTHO905GF001083
Zm00001eb192470,0,0.365065825,0.331,0.058,0,0,Zm00001eb192470,ORTHO905GF003456
Zm00001eb359540,0,0.363580336,0.963,0.826,0,0,Zm00001eb359540,ORTHO905GF023577
Zm00001eb330550,0,0.35726449,0.229,0.038,0,0,Zm00001eb330550,ORTHO905GF024389
Zm00001eb398530,0,0.354681837,0.811,0.56,0,0,Zm00001eb398530,ORTHO905GF004674
Zm00001eb335880,0,0.354264326,0.985,0.909,0,0,Zm00001eb335880,ORTHO905GF006454
Zm00001eb251670,0,0.353387629,0.459,0.181,0,0,Zm00001eb251670,ORTHO905GF004210
Zm00001eb138700,0,0.352983031,0.336,0.033,0,0,Zm00001eb138700,ORTHO905GF003687
Zm00001eb171440,0,0.352931649,0.986,0.915,0,0,Zm00001eb171440,ORTHO905GF001161
Zm00001eb389820,0,0.352501754,0.397,0.1,0,0,Zm00001eb389820,ORTHO905GF009492
Zm00001eb264630,0,0.351369443,0.927,0.754,0,0,Zm00001eb264630,ORTHO905GF003620
Zm00001eb387570,0,0.350449107,0.499,0.193,0,0,Zm00001eb387570,ORTHO905GF000700
Zm00001eb385040,0,0.350048226,0.993,0.968,0,0,Zm00001eb385040,ORTHO905GF002568
Zm00001eb119990,0,0.346191799,0.893,0.685,0,0,Zm00001eb119990,ORTHO905GF003429
Zm00001eb312450,0,0.344217581,0.283,0.064,0,0,Zm00001eb312450,ORTHO905GF069739
Zm00001eb165000,0,0.342858513,0.448,0.173,0,0,Zm00001eb165000,ORTHO905GF000312
Zm00001eb200880,0,0.341401852,1,0.994,0,0,Zm00001eb200880,ORTHO905GF000929
Zm00001eb225620,0,0.341326307,0.974,0.895,0,0,Zm00001eb225620,ORTHO905GF004093
Zm00001eb308400,0,0.341203716,0.282,0.023,0,0,Zm00001eb308400,ORTHO905GF000883
Zm00001eb010790,0,0.338964782,0.786,0.56,0,0,Zm00001eb010790,ORTHO905GF004674
Zm00001eb269510,0,0.337691871,0.997,0.972,0,0,Zm00001eb269510,ORTHO905GF006594
Zm00001eb144400,0,0.336686922,0.446,0.171,0,0,Zm00001eb144400,ORTHO905GF001198
Zm00001eb267140,0,0.336484962,1,0.994,0,0,Zm00001eb267140,ORTHO905GF000929
Zm00001eb401220,0,0.336448066,0.364,0.106,0,0,Zm00001eb401220,ORTHO905GF004042
Zm00001eb404780,0,0.336392103,0.376,0.108,0,0,Zm00001eb404780,ORTHO905GF024577
Zm00001eb406620,0,0.330897801,0.288,0.048,0,0,Zm00001eb406620,ORTHO905GF000969
Zm00001eb043900,0,0.326455689,0.241,0.035,0,0,Zm00001eb043900,ORTHO905GF017283
Zm00001eb282590,0,0.326299844,0.993,0.958,0,0,Zm00001eb282590,ORTHO905GF003960
Zm00001eb130580,0,0.324725581,0.273,0.039,0,0,Zm00001eb130580,ORTHO905GF003121
Zm00001eb222860,0,0.320326722,0.937,0.821,0,0,Zm00001eb222860,ORTHO905GF006337
Zm00001eb193100,0,0.319712827,0.428,0.119,0,0,Zm00001eb193100,ORTHO905GF000904
Zm00001eb048780,0,0.318486416,0.968,0.863,0,0,Zm00001eb048780,ORTHO905GF002369
Zm00001eb195010,0,0.316596556,0.975,0.893,0,0,Zm00001eb195010,ORTHO905GF002289
Zm00001eb079770,0,0.314014121,0.972,0.883,0,0,Zm00001eb079770,ORTHO905GF013684
Zm00001eb060520,0,0.312398697,0.956,0.833,0,0,Zm00001eb060520,ORTHO905GF001420
Zm00001eb027760,0,0.311990625,0.993,0.953,0,0,Zm00001eb027760,ORTHO905GF002780
#N/A,0,0.311376275,0.984,0.915,0,0,#N/A,#N/A
Zm00001eb224180,0,0.310974507,0.991,0.943,0,0,Zm00001eb224180,ORTHO905GF016099
Zm00001eb417170,0,0.310066569,0.326,0.09,0,0,Zm00001eb417170,ORTHO905GF068984
Zm00001eb038510,0,0.307998735,0.991,0.93,0,0,Zm00001eb038510,ORTHO905GF007375
Zm00001eb241730,0,0.306610345,0.328,0.055,0,0,Zm00001eb241730,ORTHO905GF003731
Zm00001eb079330,0,0.306088112,0.954,0.867,0,0,Zm00001eb079330,ORTHO905GF017065
Zm00001eb068400,0,0.304775595,0.957,0.87,0,0,Zm00001eb068400,ORTHO905GF000539
Zm00001eb245250,0,0.304090995,0.262,0.054,0,0,Zm00001eb245250,ORTHO905GF007524
Zm00001eb314220,0,0.304042403,0.997,0.951,0,0,Zm00001eb314220,ORTHO905GF006428
Zm00001eb212120,0,0.303757122,0.984,0.9,0,0,Zm00001eb212120,ORTHO905GF021496
Zm00001eb161810,0,0.301220073,0.995,0.982,0,0,Zm00001eb161810,ORTHO905GF006421
Zm00001eb126900,0,0.298265797,0.973,0.922,0,0,Zm00001eb126900,ORTHO905GF000568
Zm00001eb008530,0,0.297204671,0.369,0.113,0,0,Zm00001eb008530,ORTHO905GF004288
Zm00001eb096970,0,0.295643869,0.993,0.967,0,0,Zm00001eb096970,ORTHO905GF003426
Zm00001eb211300,0,0.292259535,0.982,0.893,0,0,Zm00001eb211300,ORTHO905GF003920
