gene ID,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Orth_group
Os02g0618100,0,0.627069644,0.833,0.467,0,1,Os02g0618100,ORTHO905GF004756
Os10g0527400,0,0.606938612,0.718,0.35,0,1,Os10g0527400,ORTHO905GF000027
Os10g0552700,5.16E-161,0.600888779,0.618,0.38,1.32E-156,1,Os10g0552700,ORTHO905GF000160
Os10g0527800,1.84E-253,0.595360381,0.662,0.357,4.69E-249,1,Os10g0527800,ORTHO905GF000027
Os06g0158100,0,0.593997826,0.829,0.41,0,1,Os06g0158100,ORTHO905GF015808
Os07g0539100,0,0.592949126,0.722,0.293,0,1,Os07g0539100,ORTHO905GF016757
Os04g0618700,0,0.579629695,0.727,0.285,0,1,Os04g0618700,ORTHO905GF005516
Os07g0162400,0,0.576182299,0.865,0.558,0,1,Os07g0162400,ORTHO905GF007589
Os11g0502700,0,0.572302093,0.675,0.318,0,1,Os11g0502700,ORTHO905GF008813
Os06g0133300,0,0.568534373,0.933,0.629,0,1,Os06g0133300,ORTHO905GF007614
Os02g0637000,0,0.56146092,0.421,0.087,0,1,Os02g0637000,ORTHO905GF000208
Os11g0168500,0,0.559010591,0.904,0.593,0,1,Os11g0168500,ORTHO905GF014720
Os03g0776900,0,0.551716621,0.978,0.745,0,1,Os03g0776900,ORTHO905GF003212
Os07g0129300,0,0.549160667,0.53,0.189,0,1,Os07g0129300,ORTHO905GF000209
Os07g0209100,0,0.547020761,0.486,0.112,0,1,Os07g0209100,ORTHO905GF006071
Os09g0483500,0,0.544719006,0.746,0.374,0,1,Os09g0483500,ORTHO905GF001269
Os08g0205800,8.10E-213,0.542700639,0.584,0.317,2.07E-208,1,Os08g0205800,ORTHO905GF048621
Os03g0820500,8.02E-303,0.542196993,0.817,0.498,2.05E-298,1,Os03g0820500,ORTHO905GF013948
Os01g0725000,2.09E-221,0.542133237,0.599,0.332,5.34E-217,1,Os01g0725000,ORTHO905GF045339
Os10g0490900,1.59E-298,0.540385295,0.818,0.449,4.07E-294,1,Os10g0490900,ORTHO905GF001270
Os06g0586000,7.24E-221,0.537198502,0.501,0.222,1.85E-216,1,Os06g0586000,ORTHO905GF050412
Os04g0654500,0,0.536487925,0.441,0.13,0,1,Os04g0654500,ORTHO905GF049785
Os11g0673100,0,0.535578805,0.922,0.627,0,1,Os11g0673100,ORTHO905GF006542
Os04g0429050,5.37E-264,0.535198307,0.728,0.425,1.37E-259,1,Os04g0429050,ORTHO905GF020710
#N/A,1.88E-121,0.532078077,0.611,0.399,4.81E-117,1,#N/A,#N/A
Os04g0475600,1.63E-298,0.531250415,0.734,0.387,4.16E-294,1,Os04g0475600,ORTHO905GF002724
Os09g0475800,0,0.529075024,0.717,0.348,0,1,Os09g0475800,ORTHO905GF015888
Os01g0925400,0,0.528134533,0.894,0.599,0,1,Os01g0925400,ORTHO905GF015687
Os03g0322200,0,0.527136666,0.802,0.473,0,1,Os03g0322200,ORTHO905GF015094
Os11g0704500,2.17E-271,0.527080452,0.928,0.684,5.55E-267,1,Os11g0704500,ORTHO905GF002598
Os05g0194900,9.31E-224,0.52435361,0.59,0.319,2.38E-219,1,Os05g0194900,ORTHO905GF024870
Os05g0324700,0,0.520091668,0.946,0.742,0,1,Os05g0324700,ORTHO905GF012410
Os03g0673400,4.39E-281,0.519668934,0.909,0.642,1.12E-276,1,Os03g0673400,ORTHO905GF007528
Os08g0137800,4.80E-193,0.518666131,0.672,0.398,1.23E-188,1,Os08g0137800,ORTHO905GF000285
None,1.60E-306,0.518294324,0.865,0.578,4.10E-302,1,None,#N/A
Os06g0249350,2.04E-266,0.509176601,0.739,0.395,5.22E-262,1,Os06g0249350,ORTHO905GF014061
Os09g0400700,0,0.50706619,0.935,0.601,0,1,Os09g0400700,ORTHO905GF018564
Os06g0681600,0,1.374524065,1,0.467,0,2,Os06g0681600,ORTHO905GF002308
Os05g0134800,0,1.353272144,0.979,0.287,0,2,Os05g0134800,ORTHO905GF014655
Os01g0263300,0,1.277370404,0.999,0.461,0,2,Os01g0263300,ORTHO905GF000291
Os07g0174400,0,1.266794699,0.981,0.259,0,2,Os07g0174400,ORTHO905GF000529
Os11g0539200,0,1.163784541,0.978,0.456,0,2,Os11g0539200,ORTHO905GF004772
Os05g0499300,0,1.120116311,0.992,0.504,0,2,Os05g0499300,ORTHO905GF000446
Os07g0568700,0,1.056303681,0.868,0.206,0,2,Os07g0568700,ORTHO905GF016804
Os02g0653200,0,0.980528503,0.899,0.335,0,2,Os02g0653200,ORTHO905GF050569
Os07g0174900,0,0.971644452,0.899,0.238,0,2,Os07g0174900,ORTHO905GF000529
Os07g0630400,0,0.953733407,0.906,0.279,0,2,Os07g0630400,ORTHO905GF015760
Os03g0368300,0,0.938342159,0.806,0.149,0,2,Os03g0368300,ORTHO905GF004829
Os03g0102500,0,0.938256605,0.859,0.182,0,2,Os03g0102500,ORTHO905GF012347
Os02g0114800,0,0.932515476,0.912,0.22,0,2,Os02g0114800,ORTHO905GF048539
Os05g0557100,0,0.91208802,0.843,0.203,0,2,Os05g0557100,ORTHO905GF002634
Os01g0838200,0,0.89227471,0.738,0.16,0,2,Os01g0838200,ORTHO905GF014703
Os10g0493600,0,0.872934788,0.976,0.551,0,2,Os10g0493600,ORTHO905GF000740
Os03g0368000,0,0.866244299,0.663,0.15,0,2,Os03g0368000,ORTHO905GF004829
None,0,0.865154106,0.955,0.559,0,2,None,#N/A
Os10g0555600,0,0.863376886,0.987,0.456,0,2,Os10g0555600,ORTHO905GF002613
Os06g0157000,0,0.859710765,0.986,0.527,0,2,Os06g0157000,ORTHO905GF000043
Os06g0228200,0,0.851910032,0.995,0.594,0,2,Os06g0228200,ORTHO905GF004519
Os01g0678800,0,0.848844258,0.873,0.222,0,2,Os01g0678800,ORTHO905GF017237
Os01g0823100,0,0.847679189,0.838,0.239,0,2,Os01g0823100,ORTHO905GF000443
Os11g0178800,0,0.841185283,0.938,0.367,0,2,Os11g0178800,ORTHO905GF013288
Os01g0946700,0,0.839168918,0.806,0.163,0,2,Os01g0946700,ORTHO905GF000093
Os05g0276500,0,0.823823153,0.857,0.245,0,2,Os05g0276500,ORTHO905GF002353
Os02g0131400,0,0.817519116,0.67,0.063,0,2,Os02g0131400,ORTHO905GF000219
Os04g0228400,0,0.815125084,0.874,0.385,0,2,Os04g0228400,ORTHO905GF004249
Os05g0429400,0,0.803197566,0.962,0.468,0,2,Os05g0429400,ORTHO905GF001441
Os01g0679550,0,0.799627936,0.771,0.173,0,2,Os01g0679550,ORTHO905GF002634
Os04g0652700,0,0.794734218,0.935,0.426,0,2,Os04g0652700,ORTHO905GF010465
Os07g0520600,0,0.791106583,0.849,0.212,0,2,Os07g0520600,ORTHO905GF010941
Os02g0264800,0,0.776521269,0.871,0.298,0,2,Os02g0264800,ORTHO905GF001069
Os11g0649600,0,0.766710376,0.988,0.595,0,2,Os11g0649600,ORTHO905GF017105
Os07g0645500,0,0.759038769,0.844,0.221,0,2,Os07g0645500,ORTHO905GF006228
Os01g0611000,0,0.757456766,0.867,0.352,0,2,Os01g0611000,ORTHO905GF002263
Os01g0874700,0,0.755113982,0.967,0.528,0,2,Os01g0874700,ORTHO905GF001441
Os04g0627300,0,0.753077256,0.836,0.269,0,2,Os04g0627300,ORTHO905GF013934
Os04g0629200,0,0.7508666,0.783,0.231,0,2,Os04g0629200,ORTHO905GF023074
Os06g0538900,0,0.746241637,0.805,0.248,0,2,Os06g0538900,ORTHO905GF016631
Os05g0563550,0,0.743496569,0.883,0.39,0,2,Os05g0563550,ORTHO905GF000968
Os10g0417600,0,0.733939861,0.999,0.831,0,2,Os10g0417600,ORTHO905GF003377
Os07g0175600,0,0.725164644,0.952,0.563,0,2,Os07g0175600,ORTHO905GF017305
Os05g0413200,0,0.720420853,0.95,0.558,0,2,Os05g0413200,ORTHO905GF000146
Os04g0115700,4.93E-122,0.720218129,0.505,0.304,1.26E-117,2,Os04g0115700,ORTHO905GF049792
Os07g0625800,0,0.71358125,0.906,0.418,0,2,Os07g0625800,ORTHO905GF013248
Os05g0209600,0,0.70869062,0.809,0.33,0,2,Os05g0209600,ORTHO905GF000043
Os04g0671300,0,0.704933458,0.985,0.667,0,2,Os04g0671300,ORTHO905GF004294
Os07g0639400,0,0.703159763,0.677,0.107,0,2,Os07g0639400,ORTHO905GF051243
Os10g0113000,5.40E-200,0.699385725,0.578,0.317,1.38E-195,2,Os10g0113000,#N/A
Os02g0285300,0,0.690904804,0.788,0.367,0,2,Os02g0285300,ORTHO905GF005893
Os04g0165700,0,0.679304388,0.976,0.608,0,2,Os04g0165700,ORTHO905GF009315
Os01g0294700,0,0.678263079,1,0.854,0,2,Os01g0294700,ORTHO905GF013298
Os01g0644600,0,0.670517679,0.947,0.6,0,2,Os01g0644600,ORTHO905GF016765
#N/A,0,0.666580408,0.513,0.074,0,2,#N/A,#N/A
Os08g0366000,0,0.664694835,0.812,0.235,0,2,Os08g0366000,ORTHO905GF000636
Os04g0497200,0,0.66358107,0.951,0.523,0,2,Os04g0497200,ORTHO905GF006369
Os03g0407100,0,0.660593675,0.827,0.38,0,2,Os03g0407100,ORTHO905GF001431
Os02g0597900,0,0.650832963,0.733,0.189,0,2,Os02g0597900,ORTHO905GF002298
Os04g0399300,0,0.650572355,0.609,0.13,0,2,Os04g0399300,ORTHO905GF004137
Os02g0736400,0,0.648973517,0.913,0.476,0,2,Os02g0736400,ORTHO905GF011507
Os01g0778400,2.68E-265,0.64755182,0.566,0.209,6.85E-261,2,Os01g0778400,ORTHO905GF052312
Os01g0595600,0,0.630657744,0.657,0.244,0,2,Os01g0595600,ORTHO905GF006616
Os02g0514500,0,0.628319087,0.571,0.182,0,2,Os02g0514500,ORTHO905GF004580
Os05g0382600,0,0.62287713,0.985,0.749,0,2,Os05g0382600,ORTHO905GF006606
Os10g0550900,0,0.615567994,0.842,0.419,0,2,Os10g0550900,ORTHO905GF005013
Os06g0270900,0,0.613871807,0.874,0.471,0,2,Os06g0270900,ORTHO905GF002902
Os01g0916400,3.88E-276,0.612233508,0.639,0.281,9.92E-272,2,Os01g0916400,ORTHO905GF007218
Os02g0753300,0,0.611394943,0.938,0.579,0,2,Os02g0753300,ORTHO905GF001824
Os02g0609200,0,0.607951595,0.65,0.225,0,2,Os02g0609200,ORTHO905GF001972
Os07g0682000,0,0.607477765,0.895,0.421,0,2,Os07g0682000,ORTHO905GF015510
Os01g0725400,0,0.605865419,0.747,0.197,0,2,Os01g0725400,ORTHO905GF010060
Os08g0162800,0,0.605504379,0.999,0.796,0,2,Os08g0162800,ORTHO905GF006194
Os06g0294600,0,0.605445,0.629,0.192,0,2,Os06g0294600,ORTHO905GF016562
#N/A,0,0.602758989,0.91,0.499,0,2,#N/A,#N/A
Os09g0492700,0,0.600959121,0.895,0.454,0,2,Os09g0492700,ORTHO905GF000954
Os02g0503900,0,0.597761266,0.73,0.213,0,2,Os02g0503900,ORTHO905GF000080
Os07g0105000,7.04E-218,0.595853376,0.715,0.356,1.80E-213,2,Os07g0105000,ORTHO905GF015762
Os02g0230300,1.10E-226,0.59490738,0.622,0.266,2.82E-222,2,Os02g0230300,ORTHO905GF003669
Os08g0407600,0,0.594852606,0.801,0.358,0,2,Os08g0407600,ORTHO905GF001089
Os04g0688100,1.28E-222,0.594233661,0.82,0.492,3.28E-218,2,Os04g0688100,ORTHO905GF003135
Os05g0105100,0,0.592681387,0.761,0.286,0,2,Os05g0105100,ORTHO905GF000085
#N/A,0,0.590237367,0.999,0.854,0,2,#N/A,#N/A
Os06g0172800,0,0.588137251,0.699,0.229,0,2,Os06g0172800,ORTHO905GF007738
Os01g0105900,0,0.587049781,0.851,0.367,0,2,Os01g0105900,ORTHO905GF010115
Os12g0601300,0,0.585891368,0.985,0.672,0,2,Os12g0601300,ORTHO905GF001911
Os02g0734300,0,0.585566944,0.725,0.238,0,2,Os02g0734300,ORTHO905GF001525
Os06g0708500,0,0.583954088,0.858,0.469,0,2,Os06g0708500,ORTHO905GF004430
Os07g0574800,0,0.583543172,0.978,0.682,0,2,Os07g0574800,ORTHO905GF000445
Os06g0561000,5.20E-244,0.581482288,0.805,0.519,1.33E-239,2,Os06g0561000,ORTHO905GF004714
Os03g0809000,0,0.58021111,0.771,0.331,0,2,Os03g0809000,ORTHO905GF012215
Os05g0438500,0,0.579154851,0.626,0.197,0,2,Os05g0438500,ORTHO905GF000298
Os11g0649500,0,0.576716291,0.763,0.272,0,2,Os11g0649500,ORTHO905GF016698
Os12g0437800,5.39E-173,0.571555438,0.799,0.551,1.38E-168,2,Os12g0437800,ORTHO905GF000034
Os05g0135000,0,0.571108679,0.608,0.156,0,2,Os05g0135000,ORTHO905GF014737
Os03g0291500,2.49E-219,0.569711493,0.58,0.243,6.36E-215,2,Os03g0291500,ORTHO905GF001027
Os05g0491100,0,0.569668908,0.964,0.618,0,2,Os05g0491100,ORTHO905GF000376
Os08g0566900,0,0.567820575,0.82,0.369,0,2,Os08g0566900,ORTHO905GF003205
Os08g0523600,3.52E-160,0.56752645,0.564,0.344,8.98E-156,2,Os08g0523600,ORTHO905GF000478
Os01g0264400,0,0.562733325,0.999,0.815,0,2,Os01g0264400,ORTHO905GF050682
Os01g0270300,0,0.561200347,0.67,0.239,0,2,Os01g0270300,ORTHO905GF015707
Os05g0134700,4.81E-291,0.560854131,0.969,0.69,1.23E-286,2,Os05g0134700,ORTHO905GF013360
Os04g0689500,0,0.560099794,0.849,0.43,0,2,Os04g0689500,ORTHO905GF004934
Os01g0668100,0,0.558757337,0.999,0.838,0,2,Os01g0668100,ORTHO905GF000968
Os07g0617100,9.01E-255,0.557214531,0.823,0.51,2.30E-250,2,Os07g0617100,ORTHO905GF003921
Os02g0187700,0,0.556872692,0.718,0.288,0,2,Os02g0187700,ORTHO905GF000861
Os04g0452700,0,0.551920369,0.603,0.077,0,2,Os04g0452700,ORTHO905GF002778
Os05g0355300,0,0.551779251,0.747,0.266,0,2,Os05g0355300,ORTHO905GF003461
Os05g0355500,0,0.551658948,0.899,0.553,0,2,Os05g0355500,ORTHO905GF006063
Os03g0703000,2.61E-237,0.551477193,0.856,0.536,6.68E-233,2,Os03g0703000,ORTHO905GF014783
Os10g0555900,0,0.550319961,0.316,0.056,0,2,Os10g0555900,ORTHO905GF010472
Os07g0663500,0,0.546381186,0.731,0.295,0,2,Os07g0663500,ORTHO905GF014634
Os11g0442500,0,0.544352781,0.779,0.301,0,2,Os11g0442500,ORTHO905GF020645
Os11g0163100,0,0.538886495,0.941,0.592,0,2,Os11g0163100,ORTHO905GF000147
Os03g0718100,0,0.538326037,0.973,0.68,0,2,Os03g0718100,ORTHO905GF000147
Os02g0106100,0,0.537248595,0.564,0.156,0,2,Os02g0106100,ORTHO905GF000618
Os01g0697100,0,0.536612375,0.734,0.315,0,2,Os01g0697100,ORTHO905GF000273
None,0,0.536191887,0.456,0.028,0,2,None,#N/A
Os02g0520100,0,0.533772116,0.68,0.195,0,2,Os02g0520100,ORTHO905GF004137
Os01g0915800,0,0.533180377,0.878,0.501,0,2,Os01g0915800,ORTHO905GF003752
Os05g0159200,0,0.530739641,0.735,0.251,0,2,Os05g0159200,ORTHO905GF017346
Os02g0189400,0,0.528829225,0.778,0.331,0,2,Os02g0189400,ORTHO905GF017336
Os01g0267900,0,0.528424774,0.966,0.643,0,2,Os01g0267900,ORTHO905GF000376
Os07g0604800,3.66E-298,0.526783497,0.87,0.439,9.34E-294,2,Os07g0604800,ORTHO905GF001220
Os10g0169200,0,0.52487855,0.538,0.154,0,2,Os10g0169200,ORTHO905GF013286
None,5.06E-219,0.523215062,0.524,0.193,1.29E-214,2,None,#N/A
Os01g0607900,0,0.522175978,0.637,0.208,0,2,Os01g0607900,ORTHO905GF005223
Os12g0601400,0,0.52166348,0.989,0.781,0,2,Os12g0601400,ORTHO905GF001044
#N/A,9.19E-130,0.520786224,0.572,0.364,2.35E-125,2,#N/A,#N/A
Os05g0208000,9.71E-287,0.519451145,0.754,0.347,2.48E-282,2,Os05g0208000,ORTHO905GF004403
Os03g0661300,0,0.518902964,0.983,0.755,0,2,Os03g0661300,ORTHO905GF000146
Os06g0666800,8.28E-201,0.518808574,0.778,0.462,2.12E-196,2,Os06g0666800,ORTHO905GF010282
Os05g0584200,4.60E-261,0.518648056,0.824,0.414,1.18E-256,2,Os05g0584200,ORTHO905GF001687
Os01g0284500,0,0.51827234,1,0.973,0,2,Os01g0284500,ORTHO905GF000545
Os07g0687200,3.57E-222,0.517984493,0.706,0.362,9.13E-218,2,Os07g0687200,ORTHO905GF000376
Os02g0655600,1.20E-294,0.514880239,0.853,0.472,3.07E-290,2,Os02g0655600,ORTHO905GF052274
Os05g0210100,0,0.51390703,0.538,0.12,0,2,Os05g0210100,ORTHO905GF000043
Os01g0347500,2.30E-307,0.513325186,0.511,0.142,5.88E-303,2,Os01g0347500,ORTHO905GF027479
Os03g0690000,0,0.511563712,0.904,0.554,0,2,Os03g0690000,ORTHO905GF009437
Os11g0557800,7.31E-290,0.510769289,0.838,0.465,1.87E-285,2,Os11g0557800,ORTHO905GF049908
Os09g0497400,0,0.510716812,0.76,0.332,0,2,Os09g0497400,ORTHO905GF009472
Os03g0742900,0,0.509373874,0.963,0.711,0,2,Os03g0742900,ORTHO905GF015545
Os03g0115700,0,0.508766841,0.482,0.026,0,2,Os03g0115700,ORTHO905GF002830
Os01g0907200,1.97E-284,0.508114645,0.677,0.267,5.03E-280,2,Os01g0907200,ORTHO905GF007557
Os08g0416000,0,0.505518261,0.91,0.536,0,2,Os08g0416000,ORTHO905GF020612
Os04g0682100,0,0.503126953,0.931,0.616,0,2,Os04g0682100,ORTHO905GF001752
Os03g0253600,0,0.502826397,0.964,0.679,0,2,Os03g0253600,ORTHO905GF006199
Os04g0233400,3.84E-252,0.502664772,0.954,0.636,9.82E-248,2,Os04g0233400,ORTHO905GF000222
Os02g0597700,0,0.502332423,0.516,0.111,0,2,Os02g0597700,ORTHO905GF001983
Os12g0502800,0,0.502318516,0.701,0.239,0,2,Os12g0502800,ORTHO905GF001082
Os04g0451700,6.33E-246,0.501231498,0.904,0.546,1.62E-241,2,Os04g0451700,ORTHO905GF013937
Os04g0486600,0,0.501189479,0.992,0.815,0,2,Os04g0486600,ORTHO905GF001566
Os03g0368900,0,0.982373095,0.925,0.325,0,3,Os03g0368900,ORTHO905GF001947
Os05g0135400,0,0.811189788,0.794,0.265,0,3,Os05g0135400,ORTHO905GF001416
Os02g0512000,0,0.800062779,0.853,0.303,0,3,Os02g0512000,ORTHO905GF000350
Os07g0174400,0,0.789826679,0.82,0.272,0,3,Os07g0174400,ORTHO905GF000529
Os02g0543000,4.94E-264,0.781547232,0.608,0.268,1.26E-259,3,Os02g0543000,ORTHO905GF003812
Os11g0704500,0,0.777230131,0.978,0.688,0,3,Os11g0704500,ORTHO905GF002598
Os01g0263300,0,0.747338867,0.934,0.466,0,3,Os01g0263300,ORTHO905GF000291
Os10g0490900,0,0.737802465,0.892,0.455,0,3,Os10g0490900,ORTHO905GF001270
None,0,0.72972121,0.961,0.545,0,3,None,#N/A
Os07g0533800,0,0.720845171,0.751,0.222,0,3,Os07g0533800,ORTHO905GF014000
Os07g0663900,0,0.718381573,0.524,0.085,0,3,Os07g0663900,ORTHO905GF016948
Os07g0174900,0,0.708278788,0.731,0.251,0,3,Os07g0174900,ORTHO905GF000529
Os01g0185900,0,0.69290629,0.964,0.55,0,3,Os01g0185900,ORTHO905GF017191
Os09g0572700,0,0.686444266,0.864,0.499,0,3,Os09g0572700,ORTHO905GF049771
Os12g0555200,2.25E-218,0.673754162,0.417,0.139,5.74E-214,3,Os12g0555200,ORTHO905GF012362
Os06g0249350,0,0.645733795,0.842,0.398,0,3,Os06g0249350,ORTHO905GF014061
Os06g0521500,0,0.638963536,0.558,0.17,0,3,Os06g0521500,ORTHO905GF002138
Os08g0331800,1.33E-210,0.634811937,0.558,0.238,3.39E-206,3,Os08g0331800,ORTHO905GF016965
Os02g0324400,0,0.632952198,0.942,0.57,0,3,Os02g0324400,ORTHO905GF006427
Os04g0352066,1.06E-267,0.62144307,0.848,0.467,2.71E-263,3,Os04g0352066,ORTHO905GF014642
Os12g0567800,0,0.619724394,0.404,0.084,0,3,Os12g0567800,ORTHO905GF002598
Os11g0587600,0,0.619004296,0.705,0.216,0,3,Os11g0587600,ORTHO905GF000031
Os02g0605900,0,0.612473145,0.985,0.737,0,3,Os02g0605900,ORTHO905GF000572
Os07g0585900,0,0.60997239,0.949,0.609,0,3,Os07g0585900,ORTHO905GF004913
Os01g0167400,2.51E-274,0.600141948,0.846,0.486,6.41E-270,3,Os01g0167400,ORTHO905GF007587
Os12g0603800,0,0.594640621,0.937,0.539,0,3,Os12g0603800,ORTHO905GF013306
None,0,0.582665755,0.931,0.582,0,3,None,#N/A
Os04g0492800,5.70E-307,0.579382006,0.76,0.361,1.46E-302,3,Os04g0492800,ORTHO905GF001629
None,1.99E-284,0.578019982,0.941,0.594,5.08E-280,3,None,#N/A
Os12g0198200,0,0.573996132,0.79,0.358,0,3,Os12g0198200,ORTHO905GF008471
Os03g0673400,3.16E-237,0.559100597,0.915,0.65,8.08E-233,3,Os03g0673400,ORTHO905GF007528
Os01g0949900,3.75E-219,0.55844174,0.562,0.234,9.57E-215,3,Os01g0949900,ORTHO905GF052235
Os01g0347500,0,0.558270694,0.561,0.138,0,3,Os01g0347500,ORTHO905GF027479
Os06g0681600,6.18E-258,0.556812861,0.905,0.475,1.58E-253,3,Os06g0681600,ORTHO905GF002308
Os12g0432600,7.90E-292,0.54959521,0.885,0.512,2.02E-287,3,Os12g0432600,ORTHO905GF027184
Os11g0482200,0,0.541744286,0.456,0.086,0,3,Os11g0482200,ORTHO905GF022814
Os01g0838600,6.22E-278,0.538777068,0.498,0.155,1.59E-273,3,Os01g0838600,ORTHO905GF005975
Os09g0425900,0,0.534955528,0.979,0.743,0,3,Os09g0425900,ORTHO905GF001723
Os02g0653200,1.00E-279,0.529833723,0.803,0.342,2.57E-275,3,Os02g0653200,ORTHO905GF050569
Os05g0552200,0,0.526163325,0.638,0.194,0,3,Os05g0552200,ORTHO905GF016979
Os02g0121300,2.17E-245,0.526142537,0.785,0.453,5.54E-241,3,Os02g0121300,ORTHO905GF002846
Os07g0613500,0,0.525146228,0.951,0.671,0,3,Os07g0613500,ORTHO905GF016795
Os11g0242200,0,0.525053854,0.478,0.115,0,3,Os11g0242200,ORTHO905GF008471
Os01g0916000,4.29E-286,0.516210918,0.424,0.114,1.10E-281,3,Os01g0916000,ORTHO905GF051108
Os02g0437200,3.62E-302,0.511368326,0.905,0.61,9.24E-298,3,Os02g0437200,ORTHO905GF047193
#N/A,1.60E-209,0.506107784,0.5,0.195,4.08E-205,3,#N/A,#N/A
Os12g0555000,5.95E-145,0.505686238,0.652,0.367,1.52E-140,3,Os12g0555000,ORTHO905GF012362
Os01g0915900,0,0.5049457,0.396,0.083,0,3,Os01g0915900,ORTHO905GF003491
None,1.28E-205,0.501571748,0.388,0.121,3.26E-201,3,None,#N/A
Os11g0115100,0,1.651641678,0.964,0.191,0,4,Os11g0115100,ORTHO905GF000074
Os10g0551800,0,1.625352263,0.987,0.331,0,4,Os10g0551800,ORTHO905GF015635
Os12g0114800,0,1.598280881,0.966,0.231,0,4,Os12g0114800,ORTHO905GF000074
