gene ID,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Orth_group
AT2G31310,0,1.050173047,0.602,0.084,0,0,LBD14,ORTHO905GF037286
AT2G36830,0,1.047878165,0.989,0.679,0,0,TIP1-1,ORTHO905GF002531
AT1G32100,1.76E-265,1.036440527,0.902,0.328,3.98E-261,0,PRR1,ORTHO905GF001246
AT1G48600,0,1.036149112,0.994,0.616,0,0,NMT2,ORTHO905GF002320
AT1G18140,0,1.035859232,0.699,0.108,0,0,LAC1,ORTHO905GF025630
AT1G19570,0,1.03456762,0.955,0.332,0,0,DHAR1,ORTHO905GF007366
AT1G49310,0,1.034375172,0.81,0.191,0,0,AT1G49310,ORTHO905GF014478
AT1G80050,0,1.034169596,0.792,0.137,0,0,APT2,ORTHO905GF000831
AT1G43910,0,1.032257023,0.918,0.186,0,0,AT1G43910,ORTHO905GF021901
AT1G60680,0,1.027130936,0.593,0.073,0,0,AGD2,ORTHO905GF000469
AT1G16310,0,1.021901195,0.811,0.077,0,0,MTP10,ORTHO905GF004946
AT1G20823,2.37E-206,1.020573655,0.853,0.445,5.33E-202,0,ATL80,ORTHO905GF001328
AT2G29440,0,1.019064511,0.992,0.626,0,0,GSTU6,ORTHO905GF015219
AT2G37040,2.38E-270,1.013834291,0.991,0.752,5.37E-266,0,PAL1,ORTHO905GF000090
AT2G42430,1.88E-257,1.012664957,0.659,0.158,4.23E-253,0,LBD16,ORTHO905GF010292
AT4G35550,0,1.011758919,0.92,0.215,0,0,WOX13,ORTHO905GF004703
AT5G57685,2.55E-281,1.010269201,0.9,0.302,5.75E-277,0,GDU3,ORTHO905GF000823
AT1G11185,2.30E-276,1.00936875,0.985,0.604,5.19E-272,0,AT1G11185,#N/A
AT5G42500,0,1.008670028,0.806,0.206,0,0,DIR2,ORTHO905GF019904
AT5G07030,1.66E-269,1.007283342,0.817,0.339,3.74E-265,0,AT5G07030,ORTHO905GF001039
AT2G02100,4.15E-163,1.00197097,0.63,0.236,9.35E-159,0,PDF2.2,ORTHO905GF001372
AT1G10682,6.15E-288,0.991509644,0.996,0.85,1.39E-283,0,AT1G10682,#N/A
AT3G61490,0,0.989741767,0.782,0.126,0,0,AT3G61490,ORTHO905GF001922
AT3G25710,3.63E-283,0.960461509,0.63,0.119,8.19E-279,0,BHLH32,ORTHO905GF002406
AT4G33550,1.35E-256,0.95696029,0.423,0.043,3.03E-252,0,AT4G33550,ORTHO905GF000540
AT1G13930,5.74E-233,0.956419044,0.889,0.398,1.29E-228,0,AT1G13930,ORTHO905GF004875
AT3G26520,1.40E-252,0.956234338,0.973,0.655,3.15E-248,0,TIP1-2,ORTHO905GF015212
AT1G74458,0,0.955686492,0.822,0.157,0,0,AT1G74458,ORTHO905GF036963
AT4G22570,0,0.954915949,0.967,0.298,0,0,APT3,ORTHO905GF000831
AT3G21770,9.36E-254,0.952829958,0.943,0.41,2.11E-249,0,PER30,ORTHO905GF002308
AT2G22860,2.08E-201,0.951467351,0.834,0.412,4.69E-197,0,PSK2,ORTHO905GF002835
AT5G47720,0,0.9510828,0.822,0.218,0,0,AT5G47720,ORTHO905GF001708
AT5G19260,3.78E-301,0.946187418,0.812,0.206,8.52E-297,0,FAF3,ORTHO905GF006621
AT4G17340,1.53E-164,0.946040618,0.56,0.175,3.44E-160,0,TIP2-2,ORTHO905GF001253
AT5G19875,6.16E-260,0.94276375,0.885,0.33,1.39E-255,0,AT5G19875,ORTHO905GF006457
AT2G40970,0,0.942000613,0.97,0.519,0,0,MYBC1,ORTHO905GF007382
AT3G03780,1.04E-220,0.941098816,0.891,0.443,2.33E-216,0,MS2,ORTHO905GF002262
AT4G33420,1.29E-266,0.940646138,0.499,0.07,2.91E-262,0,AT4G33420,ORTHO905GF007274
AT1G72430,9.74E-225,0.939443995,0.954,0.429,2.20E-220,0,SAUR78,ORTHO905GF001930
AT1G49740,0,0.937165724,0.904,0.206,0,0,AT1G49740,ORTHO905GF001996
AT4G27410,1.11E-159,0.933875775,0.655,0.268,2.50E-155,0,RD26,ORTHO905GF014431
AT2G22460,7.07E-221,0.933369934,0.71,0.216,1.59E-216,0,AT2G22460,ORTHO905GF008017
AT3G23430,4.08E-241,0.930954385,0.525,0.091,9.20E-237,0,PHO1,ORTHO905GF004242
AT5G09760,0,0.929503669,0.745,0.137,0,0,AT5G09760,ORTHO905GF006983
AT2G15960,0,0.928111881,0.759,0.181,0,0,AT2G15960,ORTHO905GF018332
AT4G15340,0,0.927623192,0.673,0.122,0,0,PEN1,ORTHO905GF016362
AT1G35260,0,0.922865481,0.889,0.234,0,0,MLP165,ORTHO905GF004776
AT1G77885,1.30E-164,0.918308496,0.63,0.241,2.92E-160,0,AT1G77885,ORTHO905GF025678
AT2G37170,4.14E-307,0.915560921,0.997,0.744,9.33E-303,0,PIP2B,ORTHO905GF000222
AT3G21240,7.00E-234,0.912997204,0.923,0.437,1.58E-229,0,4CL2,ORTHO905GF000879
AT5G18690,1.66E-271,0.910472585,0.929,0.338,3.74E-267,0,AGP25,ORTHO905GF018321
AT4G17030,2.97E-288,0.908531178,0.45,0.04,6.69E-284,0,EXLB1,ORTHO905GF004082
AT3G43430,1.08E-241,0.906892446,0.896,0.36,2.44E-237,0,AT3G43430,ORTHO905GF017985
AT4G37730,1.61E-271,0.906368347,0.823,0.225,3.62E-267,0,AtbZIP7,ORTHO905GF025671
AT5G49620,0,0.903991521,0.578,0.036,0,0,AtMYB78,ORTHO905GF000312
AT3G53260,2.29E-234,0.89878066,0.916,0.535,5.16E-230,0,PAL2,ORTHO905GF000090
AT1G31050,0,0.898730088,0.531,0.035,0,0,AT1G31050,ORTHO905GF038140
AT2G22850,3.85E-281,0.89407627,0.905,0.277,8.69E-277,0,AtbZIP6,ORTHO905GF025671
AT1G60989,0,0.889719751,0.666,0.093,0,0,SCRL7,ORTHO905GF014401
AT2G24260,0,0.888261923,0.988,0.473,0,0,BHLH66,ORTHO905GF002317
AT2G23560,5.13E-291,0.886552297,0.869,0.259,1.16E-286,0,MES7,ORTHO905GF000610
AT1G55210,4.54E-221,0.885883674,0.973,0.608,1.02E-216,0,DIR20,ORTHO905GF000193
AT4G23500,0,0.885765305,0.68,0.049,0,0,AT4G23500,ORTHO905GF001922
AT5G28080,0,0.885661306,0.888,0.249,0,0,WNK9,ORTHO905GF004518
AT5G05960,7.92E-177,0.885125737,0.398,0.07,1.78E-172,0,AT5G05960,ORTHO905GF001469
AT1G18880,2.72E-280,0.88472679,0.946,0.305,6.14E-276,0,NPF2.9,ORTHO905GF000877
AT4G31800,4.50E-174,0.884688374,0.831,0.483,1.02E-169,0,WRKY18,ORTHO905GF000849
AT4G14130,1.93E-184,0.884185426,0.982,0.666,4.34E-180,0,XTH15,ORTHO905GF000119
AT3G62040,3.62E-298,0.884096012,0.591,0.087,8.16E-294,0,AT3G62040,ORTHO905GF004166
AT2G42440,0,0.882691252,0.535,0.035,0,0,LBD17,ORTHO905GF007493
AT4G15330,0,0.881319932,0.6,0.082,0,0,CYP705A1,ORTHO905GF002347
AT1G01070,0,0.879997384,0.602,0.064,0,0,AT1G01070,ORTHO905GF016352
AT1G67080,0,0.878409672,0.889,0.321,0,0,ABA4,ORTHO905GF005753
AT5G44530,0,0.875017455,0.848,0.162,0,0,AT5G44530,ORTHO905GF005821
AT4G22160,0,0.873829218,0.868,0.237,0,0,AT4G22160,ORTHO905GF022087
AT3G10340,2.57E-194,0.869497051,0.616,0.171,5.79E-190,0,PAL4,ORTHO905GF000090
AT1G71880,2.52E-214,0.866814719,0.928,0.354,5.67E-210,0,SUC1,ORTHO905GF004517
AT3G19370,2.25E-265,0.865402049,0.881,0.267,5.06E-261,0,AT3G19370,ORTHO905GF016452
AT1G76410,2.63E-275,0.865258857,0.714,0.17,5.92E-271,0,ATL8,ORTHO905GF001328
AT5G59780,3.41E-224,0.861594335,0.58,0.133,7.69E-220,0,MYB59,ORTHO905GF002698
AT2G40890,6.06E-215,0.858852815,0.964,0.596,1.37E-210,0,CYP98A3,ORTHO905GF002301
AT5G09440,4.12E-196,0.858135841,0.572,0.147,9.30E-192,0,EXL4.1,ORTHO905GF000284
AT5G16600,1.23E-231,0.857818717,0.865,0.292,2.77E-227,0,MYB43,ORTHO905GF038025
AT1G71692,0,0.857495978,0.772,0.141,0,0,AGL12,ORTHO905GF003732
AT1G10370,1.72E-273,0.857438865,0.574,0.098,3.87E-269,0,GSTU17,ORTHO905GF000027
AT5G40730,6.48E-199,0.856672679,0.968,0.588,1.46E-194,0,AGP24,ORTHO905GF038500
AT5G56540,2.81E-210,0.85554388,0.99,0.806,6.34E-206,0,AGP14,ORTHO905GF014427
AT4G25810,2.11E-204,0.850447828,0.914,0.378,4.77E-200,0,XTH23,ORTHO905GF000119
AT3G49860,0,0.846772727,0.816,0.182,0,0,ARL8D,ORTHO905GF038814
AT1G60710,2.42E-289,0.843777221,0.984,0.601,5.46E-285,0,ATB2,ORTHO905GF000469
AT1G66190,0,0.842000579,0.896,0.247,0,0,AT1G66190,ORTHO905GF018103
AT4G31910,2.20E-208,0.8418698,0.589,0.147,4.95E-204,0,BAT1.1,ORTHO905GF018104
AT5G19740,0,0.840460912,0.874,0.306,0,0,LAMP1,ORTHO905GF001921
AT4G22610,8.92E-120,0.840436189,0.42,0.123,2.01E-115,0,AT4G22610,ORTHO905GF019929
AT5G13180,9.78E-234,0.837796157,0.964,0.473,2.20E-229,0,NAC083,ORTHO905GF009959
AT4G22212,3.53E-216,0.837363533,0.995,0.806,7.96E-212,0,AT4G22212,ORTHO905GF016412
AT4G28410,4.62E-267,0.83597384,0.708,0.168,1.04E-262,0,AT4G28410,ORTHO905GF000314
AT3G19450,7.29E-275,0.833658312,0.999,0.84,1.64E-270,0,CAD4,ORTHO905GF007256
AT2G38800,1.65E-263,0.832010742,0.652,0.148,3.72E-259,0,AT2G38800,ORTHO905GF012225
AT5G03610,3.10E-178,0.830815508,0.984,0.412,7.00E-174,0,AT5G03610,ORTHO905GF001126
AT1G70990,1.34E-256,0.827721506,0.859,0.266,3.02E-252,0,AT1G70990,ORTHO905GF021893
AT3G50290,0,0.827524269,0.574,0.05,0,0,AT3G50290,ORTHO905GF015201
AT1G15380,5.50E-108,0.823379382,0.493,0.193,1.24E-103,0,AT1G15380,ORTHO905GF001362
AT4G11210,4.85E-151,0.821814376,0.926,0.653,1.09E-146,0,DIR14,ORTHO905GF000638
AT4G37790,2.33E-176,0.821186824,0.614,0.199,5.25E-172,0,HAT22,ORTHO905GF000281
AT1G27660,0,0.820820009,0.825,0.171,0,0,BHLH110,ORTHO905GF008316
AT2G05830,0,0.818298565,0.98,0.576,0,0,AT2G05830,ORTHO905GF011682
AT2G41130,2.67E-307,0.816888101,0.775,0.172,6.03E-303,0,BHLH106,ORTHO905GF009860
AT1G75500,2.07E-182,0.815563972,0.851,0.346,4.66E-178,0,WAT1,ORTHO905GF001254
AT4G20840,7.20E-293,0.813115628,0.855,0.285,1.62E-288,0,AT4G20840,ORTHO905GF000041
AT3G61850,8.87E-228,0.811582795,0.99,0.374,2.00E-223,0,DAG1,ORTHO905GF001284
AT5G25770,3.19E-259,0.809801034,0.962,0.494,7.20E-255,0,AT5G25770,ORTHO905GF003753
AT2G43910,2.25E-218,0.807007956,0.995,0.544,5.07E-214,0,ATHOL1,ORTHO905GF004746
AT4G29140,6.01E-280,0.80681766,0.82,0.226,1.36E-275,0,DTX51,ORTHO905GF013140
AT5G57480,2.91E-287,0.80589724,0.887,0.323,6.55E-283,0,AT5G57480,ORTHO905GF005751
AT4G34230,4.49E-252,0.804428485,0.945,0.39,1.01E-247,0,CAD5,ORTHO905GF007256
AT4G36990,8.54E-252,0.79981466,0.988,0.709,1.92E-247,0,HSFB1,ORTHO905GF005041
AT2G38180,5.90E-289,0.799215026,0.874,0.305,1.33E-284,0,AT2G38180,ORTHO905GF036901
AT1G09970,6.23E-272,0.797373634,0.955,0.506,1.40E-267,0,LRR XI-23,ORTHO905GF004263
AT3G11660,6.87E-240,0.797312237,0.943,0.321,1.55E-235,0,NHL1,ORTHO905GF001114
AT1G28680,4.56E-221,0.797251043,0.878,0.444,1.03E-216,0,AT1G28680,ORTHO905GF010340
AT2G18196,0,0.795631021,0.763,0.145,0,0,HIPP30,ORTHO905GF005305
AT5G44920,5.22E-241,0.794109499,0.728,0.218,1.18E-236,0,TIK,ORTHO905GF002348
AT1G75390,3.14E-235,0.79410036,0.843,0.332,7.07E-231,0,BZIP44,ORTHO905GF003455
AT2G30860,7.09E-250,0.792920033,0.992,0.881,1.60E-245,0,GSTF9,ORTHO905GF002096
AT1G49200,8.47E-189,0.792649611,0.609,0.168,1.91E-184,0,ATL75,ORTHO905GF001884
AT4G23690,2.92E-157,0.787598164,0.923,0.521,6.58E-153,0,DIR6,ORTHO905GF000638
AT1G66230,5.85E-277,0.785366268,0.724,0.161,1.32E-272,0,MYB20,ORTHO905GF000483
AT4G35920,0,0.784771345,0.944,0.494,0,0,MCA1,ORTHO905GF009970
AT3G11930,2.35E-144,0.784050628,0.668,0.268,5.29E-140,0,AT3G11930,ORTHO905GF005950
AT5G19730,0,0.781319044,0.457,0.025,0,0,PME53,ORTHO905GF003589
AT5G48930,2.97E-237,0.77909471,0.982,0.724,6.69E-233,0,HST,ORTHO905GF001552
AT2G19110,2.89E-293,0.778713118,0.666,0.134,6.51E-289,0,HMA4,ORTHO905GF001979
AT5G54980,7.48E-190,0.776139298,0.722,0.265,1.69E-185,0,AT5G54980,ORTHO905GF011285
AT3G11150,0,0.772084515,0.642,0.073,0,0,AT3G11150,ORTHO905GF009440
AT4G30980,7.59E-267,0.768033673,0.872,0.374,1.71E-262,0,LRL2,ORTHO905GF002317
AT1G73165,2.58E-181,0.766207593,0.444,0.089,5.83E-177,0,CLE1,ORTHO905GF037354
AT2G20100,0,0.765990738,0.706,0.08,0,0,AT2G20100,ORTHO905GF001582
AT1G44608,2.02E-204,0.764688615,0.834,0.304,4.56E-200,0,AT1G44608,ORTHO905GF009891
AT4G24060,1.69E-265,0.763796017,0.967,0.395,3.80E-261,0,DOF4.6,ORTHO905GF001284
AT4G01450,2.44E-146,0.762075113,0.429,0.099,5.50E-142,0,AT4G01450,ORTHO905GF016352
AT1G56600,1.85E-93,0.757139089,0.498,0.218,4.17E-89,0,GOLS2,ORTHO905GF000691
AT3G03990,1.07E-237,0.75639002,0.962,0.559,2.42E-233,0,D14,ORTHO905GF007374
AT1G62800,5.33E-269,0.755135994,0.857,0.295,1.20E-264,0,ASP4,ORTHO905GF006909
AT4G34050,1.01E-270,0.754990921,1,0.988,2.28E-266,0,CCoAOMT1,ORTHO905GF001550
AT5G13930,2.75E-157,0.752242303,0.912,0.604,6.20E-153,0,CHS,ORTHO905GF000082
AT5G24760,1.56E-188,0.75195059,0.936,0.512,3.52E-184,0,AT5G24760,ORTHO905GF011552
AT4G38620,1.19E-161,0.751783352,0.655,0.216,2.69E-157,0,MYB4,ORTHO905GF000442
AT2G23600,1.92E-282,0.751212361,0.806,0.195,4.32E-278,0,ACL,ORTHO905GF000610
AT3G17185,2.45E-215,0.747708152,0.741,0.252,5.52E-211,0,TASIR-ARF.1,#N/A
AT1G48320,2.11E-246,0.746100217,0.781,0.256,4.75E-242,0,DHNAT1,ORTHO905GF003390
AT5G54160,1.33E-172,0.740917943,0.947,0.584,2.99E-168,0,OMT1,ORTHO905GF000576
AT4G27350,1.21E-232,0.740565452,0.973,0.478,2.72E-228,0,AT4G27350,ORTHO905GF009490
AT2G36290,7.23E-237,0.739153958,0.987,0.621,1.63E-232,0,AT2G36290,ORTHO905GF000498
AT3G56240,3.56E-160,0.7368485,0.99,0.752,8.02E-156,0,CCH,ORTHO905GF037205
AT5G44160,5.32E-288,0.736442824,0.846,0.236,1.20E-283,0,NUC,ORTHO905GF000108
AT1G65960,8.95E-143,0.735483381,0.954,0.459,2.02E-138,0,GAD2,ORTHO905GF000589
AT3G44720,4.84E-222,0.732350399,0.828,0.321,1.09E-217,0,ADT4,ORTHO905GF001110
AT1G74090,1.65E-267,0.729492897,0.866,0.299,3.71E-263,0,SOT18,ORTHO905GF000040
AT5G13910,7.01E-154,0.728385012,0.641,0.22,1.58E-149,0,LEP,ORTHO905GF005245
AT2G16980,1.30E-257,0.727009285,0.871,0.268,2.94E-253,0,AT2G16980,ORTHO905GF002243
AT5G56460,5.23E-294,0.726906744,0.848,0.253,1.18E-289,0,PBL16,ORTHO905GF004548
AT1G28400,1.21E-181,0.726718726,0.765,0.287,2.72E-177,0,AT1G28400,ORTHO905GF015198
AT2G30400,1.10E-192,0.726485116,0.886,0.291,2.48E-188,0,OFP2,ORTHO905GF003630
AT3G47200,7.19E-259,0.72512594,0.885,0.329,1.62E-254,0,AT3G47200,ORTHO905GF013745
AT3G13610,8.98E-135,0.722050875,0.384,0.089,2.02E-130,0,F6'H1,ORTHO905GF006605
AT1G77020,6.81E-183,0.721634203,0.937,0.328,1.54E-178,0,AT1G77020,ORTHO905GF012267
AT4G31110,1.08E-231,0.719704515,0.917,0.329,2.44E-227,0,WAKL18,ORTHO905GF005310
AT4G30450,1.17E-83,0.719463093,0.256,0.059,2.63E-79,0,AT4G30450,ORTHO905GF038415
AT1G79310,1.08E-201,0.719029952,0.762,0.269,2.43E-197,0,AMC7,ORTHO905GF025454
AT5G44005,2.15E-203,0.718233897,0.515,0.102,4.84E-199,0,AT5G44005,ORTHO905GF038001
AT1G27670,0,0.716233428,0.696,0.118,0,0,AT1G27670,ORTHO905GF036527
AT2G19580,0,0.71549651,0.727,0.136,0,0,TET2,ORTHO905GF001249
AT4G02590,3.10E-249,0.714690439,0.967,0.553,7.00E-245,0,UNE12,ORTHO905GF003625
AT5G62630,0,0.714211897,0.621,0.094,0,0,HIPL2,ORTHO905GF004085
AT5G14880,2.45E-198,0.713002841,0.676,0.231,5.53E-194,0,POT8,ORTHO905GF000607
AT3G23090,1.51E-155,0.712528062,0.861,0.366,3.40E-151,0,AT3G23090,ORTHO905GF002340
AT1G10140,8.84E-199,0.711790628,0.958,0.477,1.99E-194,0,AT1G10140,ORTHO905GF003123
AT1G74940,1.28E-221,0.708862112,0.891,0.336,2.88E-217,0,AT1G74940,ORTHO905GF003969
AT3G14310,5.07E-160,0.703599389,0.964,0.531,1.14E-155,0,PME3,ORTHO905GF000623
AT4G30530,3.76E-204,0.702728712,0.969,0.767,8.48E-200,0,GGP1,ORTHO905GF000633
AT3G26760,2.60E-179,0.701559043,0.759,0.299,5.85E-175,0,AT3G26760,ORTHO905GF005711
AT2G23610,5.92E-244,0.701419033,0.838,0.294,1.33E-239,0,MES3,ORTHO905GF000610
AT4G17220,2.18E-176,0.700771686,0.785,0.285,4.91E-172,0,MAP70.5,ORTHO905GF007855
AT4G27657,9.29E-118,0.700514297,0.772,0.467,2.09E-113,0,AT4G27657,ORTHO905GF021876
AT2G13820,2.59E-145,0.699640348,0.965,0.574,5.85E-141,0,AT2G13820,ORTHO905GF006860
AT3G47210,9.20E-214,0.697892267,0.93,0.37,2.07E-209,0,AT3G47210,ORTHO905GF013745
AT1G16350,2.35E-252,0.696936657,0.963,0.645,5.31E-248,0,AT1G16350,ORTHO905GF005434
AT3G11280,0,0.695162104,0.647,0.093,0,0,AT3G11280,ORTHO905GF022080
AT3G03341,8.46E-128,0.694370535,0.734,0.35,1.91E-123,0,AT3G03341,ORTHO905GF004797
AT1G22410,6.05E-232,0.694244556,0.985,0.906,1.36E-227,0,AT1G22410,ORTHO905GF001415
AT3G53420,0,0.69391114,0.998,0.963,0,0,PIP2-1,ORTHO905GF000222
AT1G15950,1.05E-222,0.69263626,0.988,0.665,2.36E-218,0,CCR1,ORTHO905GF003336
AT5G03995,5.70E-303,0.692511837,0.517,0.053,1.28E-298,0,AT5G03995,ORTHO905GF036998
AT5G40630,1.25E-165,0.692254385,0.957,0.5,2.81E-161,0,AT5G40630,ORTHO905GF038668
AT5G51780,2.53E-146,0.691076301,0.944,0.471,5.69E-142,0,AT5G51780,ORTHO905GF002014
AT2G47950,2.36E-100,0.690437665,0.491,0.188,5.31E-96,0,AT2G47950,ORTHO905GF025365
AT3G47980,9.49E-237,0.690181956,0.878,0.415,2.14E-232,0,AT3G47980,ORTHO905GF007904
AT5G37540,9.25E-129,0.690047155,0.769,0.363,2.08E-124,0,AT5G37540,ORTHO905GF001098
AT5G65340,2.00E-204,0.689731031,0.639,0.161,4.51E-200,0,AT5G65340,ORTHO905GF008017
AT3G55120,2.73E-174,0.688179214,0.675,0.229,6.14E-170,0,CHI1,ORTHO905GF006381
AT3G47960,1.36E-140,0.68762437,0.69,0.314,3.08E-136,0,NPF2.10,ORTHO905GF000877
AT4G04830,2.55E-103,0.687569988,0.677,0.338,5.74E-99,0,MSRB5,ORTHO905GF003537
AT4G24960,3.97E-182,0.682444644,0.959,0.738,8.94E-178,0,HVA22D,ORTHO905GF002011
AT1G31770,6.60E-238,0.682071662,0.735,0.204,1.49E-233,0,ABCG14,ORTHO905GF006461
AT1G06550,4.19E-195,0.682016076,0.93,0.567,9.45E-191,0,AT1G06550,ORTHO905GF009088
AT5G17460,1.26E-113,0.680360013,0.721,0.395,2.83E-109,0,AT5G17460,ORTHO905GF010822
AT5G20700,1.71E-189,0.678960962,0.899,0.431,3.86E-185,0,AT5G20700,ORTHO905GF003969
AT2G26170,1.43E-221,0.677741506,0.85,0.288,3.23E-217,0,CYP711A1,ORTHO905GF002981
AT5G60580,1.93E-244,0.677026287,0.878,0.291,4.34E-240,0,AT5G60580,ORTHO905GF003349
AT2G45470,1.83E-162,0.672873992,0.991,0.792,4.12E-158,0,FLA8,ORTHO905GF010743
AT5G40960,3.79E-285,0.672569946,0.754,0.158,8.54E-281,0,AT5G40960,ORTHO905GF012257
AT2G32240,3.66E-193,0.671395912,0.957,0.577,8.24E-189,0,AT2G32240,ORTHO905GF004406
AT1G74660,4.58E-193,0.671307131,0.944,0.521,1.03E-188,0,MIF1,ORTHO905GF001093
AT5G20820,1.24E-154,0.669930652,0.394,0.076,2.78E-150,0,SAUR76,ORTHO905GF001930
AT4G37930,8.60E-224,0.668941165,0.702,0.212,1.94E-219,0,SHM1,ORTHO905GF004211
AT5G10580,1.19E-187,0.667241914,0.326,0.033,2.68E-183,0,AT5G10580,ORTHO905GF002082
AT1G76990,3.64E-289,0.664641677,0.987,0.793,8.20E-285,0,ACR3,ORTHO905GF007824
AT1G63090,2.38E-191,0.664401111,0.931,0.592,5.37E-187,0,PP2A11,ORTHO905GF000593
AT1G75750,2.43E-193,0.664250136,1,0.999,5.47E-189,0,GASA1,ORTHO905GF000811
AT1G48300,2.03E-180,0.663847967,0.924,0.472,4.58E-176,0,AT1G48300,ORTHO905GF011468
AT1G05000,9.00E-299,0.661995214,0.68,0.122,2.03E-294,0,AT1G05000,ORTHO905GF025502
AT4G16980,3.82E-150,0.661570587,0.675,0.231,8.61E-146,0,AT4G16980,ORTHO905GF037253
AT3G60550,6.10E-151,0.659695909,0.836,0.4,1.37E-146,0,CYCU2-2,ORTHO905GF007921
AT3G16240,5.59E-135,0.657426636,0.959,0.737,1.26E-130,0,TIP2-1,ORTHO905GF001253
AT2G04800,5.81E-158,0.656260854,0.957,0.492,1.31E-153,0,AT2G04800,ORTHO905GF038735
AT5G23220,8.81E-98,0.655469783,0.626,0.303,1.99E-93,0,NIC3,ORTHO905GF008012
AT4G13620,9.78E-218,0.65336557,0.709,0.216,2.21E-213,0,ERF062,ORTHO905GF018028
AT5G14340,8.12E-135,0.653248452,0.741,0.307,1.83E-130,0,AtMYB40,ORTHO905GF038303
AT3G08040,5.87E-196,0.651519835,0.296,0.021,1.32E-191,0,DTX43,ORTHO905GF001766
AT2G41010,2.34E-131,0.651202292,0.832,0.532,5.27E-127,0,CAMBP25,ORTHO905GF003583
